Product Type,Manufacturer name,Manufacturer shipping cost,Manufacturer shipping time,Manufacturer transport mode,Manufacturer routes ,Manufacturer destinations,Product ID,Manufacturer cost,Manufacturer defect rates
Phone,Manufacturer 2,6.12,8,air,Route 16,Distributor 3,65046fa8fc13ae02b6fd5feb,120,0.3
Laptop,Manufacturer 2,9.9,7,rail,Route 15,Distributor 1,65046fa8fc13ae02b6fd5fec,400,0.1
Tablet,Manufacturer 3,7.59,6,rail,Route 11,Distributor 3,65046fa8fc13ae02b6fd5fed,165,0.5
Phone,Manufacturer 2,5.93,4,air,Route 12,Distributor 4,65046fa8fc13ae02b6fd5fee,120,0.3
Laptop,Manufacturer 2,7.11,6,road,Route 12,Distributor 2,65046fa8fc13ae02b6fd5fef,400,0.1
Tablet,Manufacturer 3,8.86,11,rail,Route 11,Distributor 2,65046fa8fc13ae02b6fd5ff0,165,0.5
Phone,Manufacturer 1,6.37,8,road,Route 12,Distributor 3,65046fa8fc13ae02b6fd5ff1,100,0.6
Laptop,Manufacturer 3,7.89,9,rail,Route 15,Distributor 3,65046fa8fc13ae02b6fd5ff2,480,0.4
Tablet,Manufacturer 1,7.02,11,air,Route 13,Distributor 2,65046fa8fc13ae02b6fd5ff3,160,0.1
Phone,Manufacturer 3,8.63,6,sea,Route 16,Distributor 4,65046fa8fc13ae02b6fd5ff4,133,0.4
Laptop,Manufacturer 1,9.05,12,rail,Route 15,Distributor 4,65046fa8fc13ae02b6fd5ff5,470,0.8
Tablet,Manufacturer 2,8.61,7,sea,Route 16,Distributor 2,65046fa8fc13ae02b6fd5ff6,170,1.0
Phone,Manufacturer 2,8.91,2,sea,Route 13,Distributor 2,65046fa8fc13ae02b6fd5ff7,120,0.3
Laptop,Manufacturer 1,9.41,11,road,Route 12,Distributor 2,65046fa8fc13ae02b6fd5ff8,470,0.8
Tablet,Manufacturer 3,8.27,2,sea,Route 14,Distributor 2,65046fa8fc13ae02b6fd5ff9,165,0.5
Phone,Manufacturer 1,5.42,8,rail,Route 12,Distributor 3,65046fa8fc13ae02b6fd5ffa,100,0.6
Laptop,Manufacturer 2,3.3,2,air,Route 16,Distributor 3,65046fa8fc13ae02b6fd5ffb,400,0.1
Tablet,Manufacturer 2,4.21,7,air,Route 12,Distributor 2,65046fa8fc13ae02b6fd5ffc,170,1.0
Phone,Manufacturer 3,6.0,9,road,Route 15,Distributor 4,65046fa8fc13ae02b6fd5ffd,133,0.4
Laptop,Manufacturer 1,6.6,3,rail,Route 12,Distributor 2,65046fa8fc13ae02b6fd5ffe,470,0.8
Tablet,Manufacturer 2,9.27,5,air,Route 16,Distributor 3,65046fa8fc13ae02b6fd5fff,170,1.0
Phone,Manufacturer 2,9.14,3,sea,Route 16,Distributor 3,65046fa8fc13ae02b6fd6000,120,0.3
Laptop,Manufacturer 3,6.04,9,rail,Route 15,Distributor 1,65046fa8fc13ae02b6fd6001,480,0.4
Tablet,Manufacturer 3,9.23,1,road,Route 12,Distributor 3,65046fa8fc13ae02b6fd6002,165,0.5
Phone,Manufacturer 2,5.08,10,road,Route 12,Distributor 3,65046fa8fc13ae02b6fd6003,120,0.3
Laptop,Manufacturer 1,3.41,12,road,Route 15,Distributor 3,65046fa8fc13ae02b6fd6004,470,0.8
Tablet,Manufacturer 2,8.66,3,sea,Route 16,Distributor 3,65046fa8fc13ae02b6fd6005,170,1.0
Phone,Manufacturer 3,3.18,3,sea,Route 13,Distributor 4,65046fa8fc13ae02b6fd6006,133,0.4
Laptop,Manufacturer 1,9.17,6,sea,Route 14,Distributor 4,65046fa8fc13ae02b6fd6007,470,0.8
Tablet,Manufacturer 2,8.67,4,air,Route 11,Distributor 3,65046fa8fc13ae02b6fd6008,170,1.0
Phone,Manufacturer 2,7.83,3,road,Route 12,Distributor 3,65046fa8fc13ae02b6fd6009,120,0.3
Laptop,Manufacturer 2,9.41,9,road,Route 12,Distributor 1,65046fa8fc13ae02b6fd600a,400,0.1
Tablet,Manufacturer 1,5.09,11,rail,Route 15,Distributor 3,65046fa8fc13ae02b6fd600b,160,0.1
Phone,Manufacturer 1,8.18,3,road,Route 12,Distributor 2,65046fa8fc13ae02b6fd600c,100,0.6
Laptop,Manufacturer 2,3.44,5,air,Route 16,Distributor 2,65046fa8fc13ae02b6fd600d,400,0.1
Tablet,Manufacturer 2,4.75,7,road,Route 12,Distributor 3,65046fa8fc13ae02b6fd600e,170,1.0
Phone,Manufacturer 2,9.23,7,rail,Route 15,Distributor 3,65046fa8fc13ae02b6fd600f,120,0.3
Laptop,Manufacturer 3,9.71,3,air,Route 16,Distributor 1,65046fa8fc13ae02b6fd6010,480,0.4
Tablet,Manufacturer 3,6.1,4,road,Route 11,Distributor 3,65046fa8fc13ae02b6fd6011,165,0.5
Phone,Manufacturer 1,6.95,9,sea,Route 14,Distributor 1,65046fa8fc13ae02b6fd6012,100,0.6
Laptop,Manufacturer 3,6.85,10,air,Route 12,Distributor 3,65046fa8fc13ae02b6fd6013,480,0.4
Tablet,Manufacturer 3,9.49,8,air,Route 13,Distributor 1,65046fa8fc13ae02b6fd6014,165,0.5
Phone,Manufacturer 2,7.5,12,road,Route 15,Distributor 1,65046fa8fc13ae02b6fd6015,120,0.3
Laptop,Manufacturer 2,4.48,4,air,Route 16,Distributor 4,65046fa8fc13ae02b6fd6016,400,0.1
Tablet,Manufacturer 3,8.37,7,sea,Route 16,Distributor 1,65046fa8fc13ae02b6fd6017,165,0.5
Phone,Manufacturer 1,6.68,7,air,Route 16,Distributor 4,65046fa8fc13ae02b6fd6018,100,0.6
Laptop,Manufacturer 3,6.59,3,sea,Route 13,Distributor 3,65046fa8fc13ae02b6fd6019,480,0.4
Tablet,Manufacturer 1,8.27,10,road,Route 11,Distributor 2,65046fa8fc13ae02b6fd601a,160,0.1
Phone,Manufacturer 2,3.12,1,sea,Route 14,Distributor 4,65046fa8fc13ae02b6fd601b,120,0.3
Laptop,Manufacturer 3,3.64,8,rail,Route 12,Distributor 4,65046fa8fc13ae02b6fd601c,480,0.4
Tablet,Manufacturer 1,9.21,6,sea,Route 16,Distributor 1,65046fa8fc13ae02b6fd601d,160,0.1
Phone,Manufacturer 1,9.76,4,road,Route 15,Distributor 2,65046fa8fc13ae02b6fd601e,100,0.6
Laptop,Manufacturer 1,8.53,1,rail,Route 12,Distributor 3,65046fa8fc13ae02b6fd601f,470,0.8
Tablet,Manufacturer 3,8.11,8,road,Route 15,Distributor 2,65046fa8fc13ae02b6fd6020,165,0.5
Phone,Manufacturer 1,7.77,1,sea,Route 13,Distributor 2,65046fa8fc13ae02b6fd6021,100,0.6
Laptop,Manufacturer 1,4.91,3,road,Route 15,Distributor 4,65046fa8fc13ae02b6fd6022,470,0.8
Tablet,Manufacturer 2,8.78,3,air,Route 12,Distributor 1,65046fa8fc13ae02b6fd6023,170,1.0
Phone,Manufacturer 3,7.46,12,air,Route 12,Distributor 4,65046fa8fc13ae02b6fd6024,133,0.4
Laptop,Manufacturer 2,9.83,12,sea,Route 14,Distributor 4,65046fa8fc13ae02b6fd6025,400,0.1
Tablet,Manufacturer 2,6.64,7,rail,Route 12,Distributor 4,65046fa8fc13ae02b6fd6026,170,1.0
Phone,Manufacturer 2,6.59,11,rail,Route 15,Distributor 3,65046fa8fc13ae02b6fd6027,120,0.3
Laptop,Manufacturer 3,4.9,5,air,Route 16,Distributor 1,65046fa8fc13ae02b6fd6028,480,0.4
Tablet,Manufacturer 3,7.67,9,rail,Route 11,Distributor 4,65046fa8fc13ae02b6fd6029,165,0.5
Phone,Manufacturer 1,8.3,7,sea,Route 16,Distributor 1,65046fa8fc13ae02b6fd602a,100,0.6
Laptop,Manufacturer 2,4.95,12,road,Route 11,Distributor 3,65046fa8fc13ae02b6fd602b,400,0.1
Tablet,Manufacturer 1,4.64,8,road,Route 11,Distributor 3,65046fa8fc13ae02b6fd602c,160,0.1
Phone,Manufacturer 3,3.92,6,road,Route 15,Distributor 3,65046fa8fc13ae02b6fd602d,133,0.4
Phone,Manufacturer 1,4.99,6,air,Route 12,Distributor 4,65046faefc13ae024dfd553e,100,0.6
Laptop,Manufacturer 3,6.89,8,road,Route 12,Distributor 4,65046faefc13ae024dfd553f,480,0.4
Tablet,Manufacturer 2,3.78,7,rail,Route 15,Distributor 2,65046faefc13ae024dfd5540,170,1.0
Phone,Manufacturer 3,9.87,1,sea,Route 14,Distributor 2,65046faefc13ae024dfd5541,133,0.4
Laptop,Manufacturer 2,5.91,6,air,Route 11,Distributor 1,65046faefc13ae024dfd5542,400,0.1
Tablet,Manufacturer 2,9.62,8,air,Route 11,Distributor 2,65046faefc13ae024dfd5543,170,1.0
Phone,Manufacturer 3,6.89,6,road,Route 11,Distributor 3,65046faefc13ae024dfd5544,133,0.4
Laptop,Manufacturer 3,9.32,11,air,Route 16,Distributor 2,65046faefc13ae024dfd5545,480,0.4
Tablet,Manufacturer 2,3.1,3,rail,Route 15,Distributor 3,65046faefc13ae024dfd5546,170,1.0
Phone,Manufacturer 2,5.41,11,road,Route 11,Distributor 3,65046faefc13ae024dfd5547,120,0.3
Laptop,Manufacturer 1,4.77,6,air,Route 12,Distributor 2,65046faefc13ae024dfd5548,470,0.8
Tablet,Manufacturer 3,5.31,7,rail,Route 12,Distributor 3,65046faefc13ae024dfd5549,165,0.5
Phone,Manufacturer 2,9.72,11,road,Route 11,Distributor 3,65046faefc13ae024dfd554a,120,0.3
Laptop,Manufacturer 3,9.72,2,air,Route 16,Distributor 1,65046faefc13ae024dfd554b,480,0.4
Tablet,Manufacturer 3,5.8,2,road,Route 12,Distributor 3,65046faefc13ae024dfd554c,165,0.5
Phone,Manufacturer 3,6.34,2,air,Route 11,Distributor 1,65046faefc13ae024dfd554d,133,0.4
Laptop,Manufacturer 1,4.35,3,air,Route 11,Distributor 4,65046faefc13ae024dfd554e,470,0.8
Tablet,Manufacturer 3,9.98,10,road,Route 15,Distributor 3,65046faefc13ae024dfd554f,165,0.5
Phone,Manufacturer 1,4.45,9,sea,Route 14,Distributor 2,65046faefc13ae024dfd5550,100,0.6
Laptop,Manufacturer 3,9.38,6,air,Route 12,Distributor 3,65046faefc13ae024dfd5551,480,0.4
Tablet,Manufacturer 3,3.35,3,rail,Route 15,Distributor 4,65046faefc13ae024dfd5552,165,0.5
Phone,Manufacturer 1,3.24,12,sea,Route 16,Distributor 3,65046faefc13ae024dfd5553,100,0.6
Laptop,Manufacturer 2,8.1,7,road,Route 12,Distributor 1,65046faefc13ae024dfd5554,400,0.1
Tablet,Manufacturer 3,3.56,11,sea,Route 16,Distributor 2,65046faefc13ae024dfd5555,165,0.5
Phone,Manufacturer 2,4.1,10,air,Route 16,Distributor 1,65046faefc13ae024dfd5556,120,0.3
Laptop,Manufacturer 1,7.33,1,road,Route 12,Distributor 4,65046faefc13ae024dfd5557,470,0.8
Tablet,Manufacturer 1,9.45,2,sea,Route 13,Distributor 2,65046faefc13ae024dfd5558,160,0.1
Phone,Manufacturer 1,6.66,5,sea,Route 14,Distributor 3,65046faefc13ae024dfd5559,100,0.6
Laptop,Manufacturer 2,3.87,1,air,Route 16,Distributor 3,65046faefc13ae024dfd555a,400,0.1
Tablet,Manufacturer 1,6.26,7,air,Route 13,Distributor 1,65046faefc13ae024dfd555b,160,0.1
Phone,Manufacturer 3,9.32,7,air,Route 11,Distributor 1,65046faefc13ae024dfd555c,133,0.4
Laptop,Manufacturer 3,4.54,9,road,Route 15,Distributor 4,65046faefc13ae024dfd555d,480,0.4
Tablet,Manufacturer 1,3.57,8,rail,Route 12,Distributor 4,65046faefc13ae024dfd555e,160,0.1
Phone,Manufacturer 1,9.92,6,air,Route 11,Distributor 4,65046faefc13ae024dfd555f,100,0.6
Laptop,Manufacturer 1,6.65,6,sea,Route 13,Distributor 3,65046faefc13ae024dfd5560,470,0.8
Tablet,Manufacturer 3,4.21,3,rail,Route 12,Distributor 1,65046faefc13ae024dfd5561,165,0.5
Phone,Manufacturer 1,9.1,8,rail,Route 15,Distributor 1,65046faefc13ae024dfd5562,100,0.6
Laptop,Manufacturer 1,6.96,2,air,Route 13,Distributor 2,65046faefc13ae024dfd5563,470,0.8
Tablet,Manufacturer 3,5.83,2,sea,Route 13,Distributor 2,65046faefc13ae024dfd5564,165,0.5
Phone,Manufacturer 1,6.93,10,road,Route 12,Distributor 2,65046faefc13ae024dfd5565,100,0.6
Laptop,Manufacturer 2,7.87,2,road,Route 11,Distributor 1,65046faefc13ae024dfd5566,400,0.1
Tablet,Manufacturer 2,9.23,8,air,Route 13,Distributor 4,65046faefc13ae024dfd5567,170,1.0
Phone,Manufacturer 1,4.03,7,air,Route 13,Distributor 2,65046faefc13ae024dfd5568,100,0.6
Laptop,Manufacturer 3,9.29,7,air,Route 12,Distributor 4,65046faefc13ae024dfd5569,480,0.4
Tablet,Manufacturer 2,9.06,8,sea,Route 14,Distributor 1,65046faefc13ae024dfd556a,170,1.0
Phone,Manufacturer 2,5.53,9,sea,Route 13,Distributor 3,65046faefc13ae024dfd556b,120,0.3
Laptop,Manufacturer 1,9.06,1,air,Route 12,Distributor 1,65046faefc13ae024dfd556c,470,0.8
Tablet,Manufacturer 1,9.29,7,air,Route 16,Distributor 1,65046faefc13ae024dfd556d,160,0.1
Phone,Manufacturer 1,9.47,6,rail,Route 11,Distributor 4,65046faefc13ae024dfd556e,100,0.6
Laptop,Manufacturer 2,7.03,10,sea,Route 16,Distributor 4,65046faefc13ae024dfd556f,400,0.1
Tablet,Manufacturer 2,8.42,8,air,Route 12,Distributor 2,65046faefc13ae024dfd5570,170,1.0
Phone,Manufacturer 2,5.15,3,rail,Route 15,Distributor 2,65046faefc13ae024dfd5571,120,0.3
Laptop,Manufacturer 3,3.37,3,road,Route 12,Distributor 1,65046faefc13ae024dfd5572,480,0.4
Tablet,Manufacturer 3,4.53,3,rail,Route 12,Distributor 4,65046faefc13ae024dfd5573,165,0.5
Phone,Manufacturer 3,8.4,4,road,Route 11,Distributor 2,65046faefc13ae024dfd5574,133,0.4
Laptop,Manufacturer 3,9.93,6,rail,Route 12,Distributor 4,65046faefc13ae024dfd5575,480,0.4
Tablet,Manufacturer 1,7.9,2,air,Route 12,Distributor 1,65046faefc13ae024dfd5576,160,0.1
Phone,Manufacturer 2,7.69,12,road,Route 15,Distributor 1,65046faefc13ae024dfd5577,120,0.3
Laptop,Manufacturer 1,3.87,2,air,Route 11,Distributor 4,65046faefc13ae024dfd5578,470,0.8
Tablet,Manufacturer 1,3.95,5,air,Route 12,Distributor 2,65046faefc13ae024dfd5579,160,0.1
Phone,Manufacturer 1,9.51,6,rail,Route 15,Distributor 4,65046faefc13ae024dfd557a,100,0.6
Laptop,Manufacturer 2,8.29,8,rail,Route 15,Distributor 1,65046faefc13ae024dfd557b,400,0.1
Tablet,Manufacturer 2,5.32,2,air,Route 13,Distributor 2,65046faefc13ae024dfd557c,170,1.0
Phone,Manufacturer 3,8.72,6,rail,Route 11,Distributor 4,65046faefc13ae024dfd557d,133,0.4
Laptop,Manufacturer 1,9.1,11,air,Route 13,Distributor 3,65046faefc13ae024dfd557e,470,0.8
Tablet,Manufacturer 1,6.78,11,rail,Route 11,Distributor 3,65046faefc13ae024dfd557f,160,0.1
Phone,Manufacturer 1,6.07,10,sea,Route 14,Distributor 4,65046faefc13ae024dfd5580,100,0.6
Laptop,Manufacturer 3,7.9,12,road,Route 15,Distributor 3,65046faefc13ae024dfd5581,480,0.4
Tablet,Manufacturer 1,3.45,2,sea,Route 16,Distributor 1,65046faefc13ae024dfd5582,160,0.1
Phone,Manufacturer 2,8.76,8,rail,Route 15,Distributor 3,65046faefc13ae024dfd5583,120,0.3
Laptop,Manufacturer 1,7.94,11,rail,Route 11,Distributor 2,65046faefc13ae024dfd5584,470,0.8
Tablet,Manufacturer 2,6.93,7,air,Route 11,Distributor 2,65046faefc13ae024dfd5585,170,1.0
Phone,Manufacturer 3,8.63,2,rail,Route 11,Distributor 1,65046faefc13ae024dfd5586,133,0.4
Laptop,Manufacturer 3,8.78,7,road,Route 12,Distributor 2,65046faefc13ae024dfd5587,480,0.4
Tablet,Manufacturer 3,3.03,6,air,Route 16,Distributor 1,65046faefc13ae024dfd5588,165,0.5
Phone,Manufacturer 3,6.43,5,air,Route 13,Distributor 1,65046faefc13ae024dfd5589,133,0.4
Laptop,Manufacturer 2,6.79,8,air,Route 16,Distributor 1,65046faefc13ae024dfd558a,400,0.1
Tablet,Manufacturer 2,8.05,11,air,Route 12,Distributor 1,65046faefc13ae024dfd558b,170,1.0
Phone,Manufacturer 3,9.53,12,sea,Route 13,Distributor 2,65046faefc13ae024dfd558c,133,0.4
Laptop,Manufacturer 3,6.78,7,rail,Route 11,Distributor 3,65046faefc13ae024dfd558d,480,0.4
Tablet,Manufacturer 2,7.07,11,road,Route 12,Distributor 4,65046faefc13ae024dfd558e,170,1.0
Phone,Manufacturer 3,4.39,3,air,Route 11,Distributor 2,65046faefc13ae024dfd558f,133,0.4
Laptop,Manufacturer 1,8.59,4,air,Route 16,Distributor 1,65046faefc13ae024dfd5590,470,0.8
Tablet,Manufacturer 1,4.62,2,rail,Route 11,Distributor 4,65046faefc13ae024dfd5591,160,0.1
Phone,Manufacturer 1,5.79,9,air,Route 16,Distributor 2,65046faefc13ae024dfd5592,100,0.6
Laptop,Manufacturer 1,9.85,6,road,Route 15,Distributor 2,65046faefc13ae024dfd5593,470,0.8
Tablet,Manufacturer 1,7.68,3,air,Route 11,Distributor 2,65046faefc13ae024dfd5594,160,0.1
Phone,Manufacturer 2,9.88,5,road,Route 15,Distributor 3,65046faefc13ae024dfd5595,120,0.3
Laptop,Manufacturer 3,3.71,8,sea,Route 14,Distributor 4,65046faefc13ae024dfd5596,480,0.4
Tablet,Manufacturer 2,3.32,3,air,Route 11,Distributor 4,65046faefc13ae024dfd5597,170,1.0
Phone,Manufacturer 2,7.35,11,road,Route 15,Distributor 4,65046faefc13ae024dfd5598,120,0.3
Laptop,Manufacturer 3,7.27,9,air,Route 13,Distributor 2,65046faefc13ae024dfd5599,480,0.4
Tablet,Manufacturer 2,7.44,12,road,Route 12,Distributor 4,65046faefc13ae024dfd559a,170,1.0
Phone,Manufacturer 2,9.16,6,rail,Route 11,Distributor 2,65046faefc13ae024dfd559b,120,0.3
Laptop,Manufacturer 1,3.27,8,air,Route 11,Distributor 4,65046faefc13ae024dfd559c,470,0.8
Tablet,Manufacturer 1,5.86,11,rail,Route 15,Distributor 1,65046faefc13ae024dfd559d,160,0.1
Phone,Manufacturer 1,6.31,8,rail,Route 11,Distributor 3,65046faefc13ae024dfd559e,100,0.6
Laptop,Manufacturer 3,9.11,10,sea,Route 16,Distributor 4,65046faefc13ae024dfd559f,480,0.4
Tablet,Manufacturer 1,3.61,4,air,Route 16,Distributor 1,65046faefc13ae024dfd55a0,160,0.1
Phone,Manufacturer 3,7.45,5,air,Route 13,Distributor 4,65046faefc13ae024dfd55a1,133,0.4
Laptop,Manufacturer 3,3.44,4,rail,Route 11,Distributor 2,65046faefc13ae024dfd55a2,480,0.4
Tablet,Manufacturer 3,9.05,2,rail,Route 15,Distributor 4,65046faefc13ae024dfd55a3,165,0.5
Phone,Manufacturer 3,9.92,9,road,Route 12,Distributor 2,65046faefc13ae024dfd55a4,133,0.4
Laptop,Manufacturer 2,5.42,11,air,Route 16,Distributor 2,65046faefc13ae024dfd55a5,400,0.1
Tablet,Manufacturer 2,4.47,8,sea,Route 14,Distributor 4,65046faefc13ae024dfd55a6,170,1.0
Phone,Manufacturer 2,9.79,12,air,Route 12,Distributor 1,65046faefc13ae024dfd55a7,120,0.3
Laptop,Manufacturer 1,8.09,10,air,Route 16,Distributor 3,65046faefc13ae024dfd55a8,470,0.8
Tablet,Manufacturer 3,3.23,11,road,Route 12,Distributor 4,65046faefc13ae024dfd55a9,165,0.5
Phone,Manufacturer 1,6.1,10,sea,Route 14,Distributor 4,65046faefc13ae024dfd55aa,100,0.6
Laptop,Manufacturer 3,9.19,3,sea,Route 14,Distributor 1,65046faefc13ae024dfd55ab,480,0.4
Tablet,Manufacturer 2,5.2,11,air,Route 11,Distributor 3,65046faefc13ae024dfd55ac,170,1.0
Phone,Manufacturer 1,3.21,6,rail,Route 11,Distributor 2,65046faefc13ae024dfd55ad,100,0.6
Laptop,Manufacturer 2,5.64,6,rail,Route 12,Distributor 1,65046faefc13ae024dfd55ae,400,0.1
Tablet,Manufacturer 2,6.88,11,air,Route 13,Distributor 4,65046faefc13ae024dfd55af,170,1.0
Phone,Manufacturer 2,7.07,5,sea,Route 13,Distributor 3,65046faefc13ae024dfd55b0,120,0.3
Laptop,Manufacturer 1,7.1,7,sea,Route 14,Distributor 1,65046faefc13ae024dfd55b1,470,0.8
Tablet,Manufacturer 2,7.99,1,air,Route 12,Distributor 4,65046faefc13ae024dfd55b2,170,1.0
Phone,Manufacturer 1,4.11,7,air,Route 16,Distributor 2,65046faefc13ae024dfd55b3,100,0.6
Laptop,Manufacturer 3,7.42,5,sea,Route 16,Distributor 4,65046faefc13ae024dfd55b4,480,0.4
Tablet,Manufacturer 2,6.48,7,rail,Route 11,Distributor 3,65046faefc13ae024dfd55b5,170,1.0
Phone,Manufacturer 2,8.85,9,air,Route 11,Distributor 4,65046faefc13ae024dfd55b6,120,0.3
Laptop,Manufacturer 3,5.37,12,sea,Route 13,Distributor 4,65046faefc13ae024dfd55b7,480,0.4
Tablet,Manufacturer 1,9.51,2,sea,Route 14,Distributor 1,65046faefc13ae024dfd55b8,160,0.1
Phone,Manufacturer 2,9.82,3,air,Route 16,Distributor 4,65046faefc13ae024dfd55b9,120,0.3
Laptop,Manufacturer 1,8.24,7,sea,Route 13,Distributor 4,65046faefc13ae024dfd55ba,470,0.8
Tablet,Manufacturer 1,3.77,4,road,Route 11,Distributor 4,65046faefc13ae024dfd55bb,160,0.1
Phone,Manufacturer 3,7.22,4,rail,Route 11,Distributor 3,65046faefc13ae024dfd55bc,133,0.4
Laptop,Manufacturer 2,7.44,7,rail,Route 12,Distributor 2,65046faefc13ae024dfd55bd,400,0.1
Tablet,Manufacturer 3,6.08,9,air,Route 12,Distributor 1,65046faefc13ae024dfd55be,165,0.5
Phone,Manufacturer 3,7.6,4,rail,Route 11,Distributor 3,65046faefc13ae024dfd55bf,133,0.4
Laptop,Manufacturer 2,6.26,7,road,Route 11,Distributor 1,65046faefc13ae024dfd55c0,400,0.1
Tablet,Manufacturer 1,9.4,4,air,Route 12,Distributor 1,65046faefc13ae024dfd55c1,160,0.1
Phone,Manufacturer 1,7.5,6,rail,Route 12,Distributor 1,65046faefc13ae024dfd55c2,100,0.6
Laptop,Manufacturer 1,9.63,7,air,Route 11,Distributor 4,65046faefc13ae024dfd55c3,470,0.8
Tablet,Manufacturer 3,7.19,10,rail,Route 15,Distributor 2,65046faefc13ae024dfd55c4,165,0.5
Phone,Manufacturer 1,5.71,1,road,Route 12,Distributor 2,65046faefc13ae024dfd55c5,100,0.6
Laptop,Manufacturer 2,4.43,12,sea,Route 16,Distributor 3,65046faefc13ae024dfd55c6,400,0.1
Tablet,Manufacturer 1,7.39,3,road,Route 12,Distributor 3,65046faefc13ae024dfd55c7,160,0.1
Phone,Manufacturer 2,5.76,1,rail,Route 15,Distributor 3,65046faefc13ae024dfd55c8,120,0.3
Laptop,Manufacturer 1,4.8,3,sea,Route 14,Distributor 2,65046faefc13ae024dfd55c9,470,0.8
Tablet,Manufacturer 3,9.55,4,air,Route 12,Distributor 1,65046faefc13ae024dfd55ca,165,0.5
Phone,Manufacturer 1,7.66,3,air,Route 13,Distributor 1,65046faefc13ae024dfd55cb,100,0.6
Laptop,Manufacturer 1,4.19,9,sea,Route 16,Distributor 1,65046faefc13ae024dfd55cc,470,0.8
Tablet,Manufacturer 1,4.42,12,sea,Route 13,Distributor 3,65046faefc13ae024dfd55cd,160,0.1
Phone,Manufacturer 3,7.95,4,rail,Route 12,Distributor 2,65046faefc13ae024dfd55ce,133,0.4
Laptop,Manufacturer 2,9.6,2,road,Route 15,Distributor 3,65046faefc13ae024dfd55cf,400,0.1
Tablet,Manufacturer 2,8.84,8,road,Route 15,Distributor 3,65046faefc13ae024dfd55d0,170,1.0
Phone,Manufacturer 2,7.26,8,rail,Route 12,Distributor 3,65046faefc13ae024dfd55d1,120,0.3
Laptop,Manufacturer 1,8.19,8,rail,Route 15,Distributor 4,65046faefc13ae024dfd55d2,470,0.8
Tablet,Manufacturer 2,8.58,5,rail,Route 12,Distributor 2,65046faefc13ae024dfd55d3,170,1.0
Phone,Manufacturer 3,4.64,7,rail,Route 15,Distributor 1,65046faefc13ae024dfd55d4,133,0.4
Laptop,Manufacturer 2,6.5,12,road,Route 15,Distributor 4,65046faefc13ae024dfd55d5,400,0.1
Tablet,Manufacturer 3,3.69,1,road,Route 12,Distributor 3,65046faefc13ae024dfd55d6,165,0.5
Phone,Manufacturer 3,5.09,6,air,Route 12,Distributor 3,65046faefc13ae024dfd55d7,133,0.4
Laptop,Manufacturer 3,9.98,2,road,Route 12,Distributor 4,65046faefc13ae024dfd55d8,480,0.4
Tablet,Manufacturer 2,9.48,11,sea,Route 13,Distributor 2,65046faefc13ae024dfd55d9,170,1.0
Phone,Manufacturer 3,7.61,9,air,Route 12,Distributor 4,65046faefc13ae024dfd55da,133,0.4
Laptop,Manufacturer 2,3.78,8,sea,Route 13,Distributor 1,65046faefc13ae024dfd55db,400,0.1
Tablet,Manufacturer 2,8.33,2,sea,Route 14,Distributor 4,65046faefc13ae024dfd55dc,170,1.0
Phone,Manufacturer 2,4.62,12,air,Route 13,Distributor 4,65046faefc13ae024dfd55dd,120,0.3
Laptop,Manufacturer 3,3.37,4,road,Route 12,Distributor 1,65046faefc13ae024dfd55de,480,0.4
Tablet,Manufacturer 3,4.59,11,sea,Route 14,Distributor 4,65046faefc13ae024dfd55df,165,0.5
Phone,Manufacturer 3,7.74,11,sea,Route 14,Distributor 4,65046faefc13ae024dfd55e0,133,0.4
Laptop,Manufacturer 3,3.66,9,road,Route 11,Distributor 3,65046faefc13ae024dfd55e1,480,0.4
Tablet,Manufacturer 2,3.88,9,sea,Route 14,Distributor 4,65046faefc13ae024dfd55e2,170,1.0
Phone,Manufacturer 3,3.35,7,sea,Route 13,Distributor 4,65046faefc13ae024dfd55e3,133,0.4
Laptop,Manufacturer 3,3.47,5,rail,Route 15,Distributor 1,65046faefc13ae024dfd55e4,480,0.4
Tablet,Manufacturer 2,8.84,5,sea,Route 16,Distributor 1,65046faefc13ae024dfd55e5,170,1.0
Phone,Manufacturer 3,8.3,6,air,Route 12,Distributor 2,65046faefc13ae024dfd55e6,133,0.4
Laptop,Manufacturer 3,4.45,11,air,Route 16,Distributor 1,65046faefc13ae024dfd55e7,480,0.4
Tablet,Manufacturer 2,8.24,10,rail,Route 12,Distributor 3,65046faefc13ae024dfd55e8,170,1.0
Phone,Manufacturer 2,6.04,2,sea,Route 16,Distributor 1,65046faefc13ae024dfd55e9,120,0.3
Laptop,Manufacturer 1,9.78,8,rail,Route 15,Distributor 3,65046faefc13ae024dfd55ea,470,0.8
Tablet,Manufacturer 3,6.88,3,sea,Route 14,Distributor 2,65046faefc13ae024dfd55eb,165,0.5
Phone,Manufacturer 3,5.75,8,rail,Route 12,Distributor 4,65046faefc13ae024dfd55ec,133,0.4
Laptop,Manufacturer 1,9.31,12,sea,Route 13,Distributor 2,65046faefc13ae024dfd55ed,470,0.8
Tablet,Manufacturer 2,9.7,6,road,Route 11,Distributor 3,65046faefc13ae024dfd55ee,170,1.0
Phone,Manufacturer 2,7.27,1,sea,Route 14,Distributor 2,65046faefc13ae024dfd55ef,120,0.3
Laptop,Manufacturer 2,7.02,5,air,Route 13,Distributor 1,65046faefc13ae024dfd55f0,400,0.1
