Supplier name,Supplier stock ,Supplier cost per item (in $),Supplier order quantity,Supplier shipping cost (in $),Supplier shipping time,Supplier transport mode,Supplier routes ,Supplier destinations,Product ID
supplier 6,668,19.33,166,61.53,25,sea,Route 4,Manufacturer 3,65046faefc13ae024dfd5667
supplier 3,172,32.26,153,70.36,8,air,Route 3,Manufacturer 1,65046faefc13ae024dfd5668
supplier 3,937,6.57,151,90.73,11,road,Route 6,Manufacturer 3,65046faefc13ae024dfd5669
supplier 2,398,24.74,197,137.25,16,sea,Route 2,Manufacturer 1,65046faefc13ae024dfd566a
supplier 1,417,15.67,5,103.76,18,road,Route 2,Manufacturer 1,65046faefc13ae024dfd566b
supplier 6,520,33.96,51,233.13,19,road,Route 1,Manufacturer 3,65046faefc13ae024dfd566c
supplier 3,814,22.55,106,75.4,27,sea,Route 5,Manufacturer 2,65046faefc13ae024dfd566d
supplier 4,874,31.03,153,77.97,20,road,Route 4,Manufacturer 1,65046faefc13ae024dfd566e
supplier 6,689,30.85,70,145.07,21,road,Route 5,Manufacturer 1,65046faefc13ae024dfd566f
supplier 2,863,29.97,151,62.31,14,road,Route 5,Manufacturer 1,65046faefc13ae024dfd5670
supplier 2,466,21.59,77,87.66,28,road,Route 1,Manufacturer 1,65046faefc13ae024dfd5671
supplier 6,634,27.97,120,104.38,29,rail,Route 1,Manufacturer 3,65046faefc13ae024dfd5672
supplier 3,988,18.53,65,248.59,1,rail,Route 3,Manufacturer 3,65046faefc13ae024dfd5673
supplier 3,909,28.5,168,63.82,24,road,Route 1,Manufacturer 3,65046faefc13ae024dfd5674
supplier 6,337,13.65,82,89.31,29,road,Route 3,Manufacturer 2,65046faefc13ae024dfd5675
supplier 3,584,31.06,101,251.39,17,sea,Route 2,Manufacturer 2,65046faefc13ae024dfd5676
supplier 5,725,10.74,2,298.94,30,road,Route 1,Manufacturer 2,65046faefc13ae024dfd5677
supplier 5,896,15.73,161,206.46,28,rail,Route 1,Manufacturer 1,65046faefc13ae024dfd5678
supplier 6,143,34.69,2,110.59,26,air,Route 4,Manufacturer 1,65046faefc13ae024dfd5679
supplier 6,400,5.84,129,201.83,27,road,Route 1,Manufacturer 1,65046faefc13ae024dfd567a
supplier 2,29,33.89,140,147.03,10,air,Route 5,Manufacturer 2,65046faefc13ae024dfd567b
supplier 1,546,29.61,83,189.69,8,road,Route 1,Manufacturer 2,65046faefc13ae024dfd567c
supplier 6,581,13.91,114,204.11,21,sea,Route 1,Manufacturer 3,65046faefc13ae024dfd567d
supplier 5,259,25.36,154,212.3,7,air,Route 6,Manufacturer 3,65046faefc13ae024dfd567e
supplier 4,331,22.69,168,286.48,2,sea,Route 4,Manufacturer 2,65046faefc13ae024dfd567f
supplier 6,262,6.25,11,84.71,4,sea,Route 3,Manufacturer 1,65046faefc13ae024dfd5680
supplier 4,950,7.11,82,120.61,2,rail,Route 4,Manufacturer 1,65046faefc13ae024dfd5681
supplier 4,958,16.64,53,178.4,28,sea,Route 1,Manufacturer 2,65046faefc13ae024dfd5682
supplier 5,434,14.93,46,68.13,5,sea,Route 1,Manufacturer 2,65046faefc13ae024dfd5683
supplier 2,431,31.49,180,251.22,30,road,Route 1,Manufacturer 3,65046faefc13ae024dfd5684
supplier 4,210,28.14,136,288.04,11,road,Route 2,Manufacturer 3,65046faefc13ae024dfd5685
supplier 5,332,9.98,173,230.96,15,road,Route 3,Manufacturer 1,65046faefc13ae024dfd5686
supplier 5,898,18.99,67,97.58,20,road,Route 4,Manufacturer 2,65046faefc13ae024dfd5687
supplier 4,265,30.67,66,161.99,5,air,Route 2,Manufacturer 1,65046faefc13ae024dfd5688
supplier 2,138,10.56,62,255.39,1,sea,Route 3,Manufacturer 1,65046faefc13ae024dfd5689
supplier 2,270,16.83,117,154.61,6,air,Route 4,Manufacturer 3,65046faefc13ae024dfd568a
supplier 6,90,10.51,83,249.46,25,sea,Route 6,Manufacturer 2,65046faefc13ae024dfd568b
supplier 4,860,15.98,117,193.07,28,air,Route 3,Manufacturer 2,65046faefc13ae024dfd568c
supplier 3,913,6.68,108,226.64,8,road,Route 2,Manufacturer 3,65046faefc13ae024dfd568d
supplier 5,190,28.68,161,272.96,25,road,Route 2,Manufacturer 2,65046faefc13ae024dfd568e
supplier 5,479,9.12,193,185.55,15,road,Route 1,Manufacturer 3,65046faefc13ae024dfd568f
supplier 4,7,16.15,129,112.71,17,sea,Route 3,Manufacturer 1,65046faefc13ae024dfd5690
supplier 4,256,13.87,189,168.86,19,road,Route 4,Manufacturer 1,65046faefc13ae024dfd5691
supplier 3,480,26.01,94,180.14,12,sea,Route 6,Manufacturer 1,65046faefc13ae024dfd5692
supplier 3,483,13.93,51,211.07,24,sea,Route 3,Manufacturer 1,65046faefc13ae024dfd5693
supplier 5,143,21.1,148,274.98,15,sea,Route 6,Manufacturer 3,65046faefc13ae024dfd5694
supplier 2,696,15.27,128,110.29,11,road,Route 4,Manufacturer 2,65046faefc13ae024dfd5695
supplier 6,930,29.95,128,56.07,3,road,Route 2,Manufacturer 1,65046faefc13ae024dfd5696
supplier 1,658,25.57,42,215.04,25,rail,Route 6,Manufacturer 1,65046faefc13ae024dfd5697
supplier 3,790,9.79,1,157.04,16,air,Route 2,Manufacturer 1,65046faefc13ae024dfd5698
supplier 2,835,34.76,65,76.87,29,rail,Route 6,Manufacturer 2,65046faefc13ae024dfd5699
supplier 6,114,14.52,60,247.68,1,rail,Route 1,Manufacturer 3,65046faefc13ae024dfd569a
supplier 3,241,14.99,194,230.23,18,sea,Route 1,Manufacturer 1,65046faefc13ae024dfd569b
supplier 5,380,22.31,132,134.92,7,sea,Route 3,Manufacturer 2,65046faefc13ae024dfd569c
supplier 1,446,22.9,101,291.76,19,road,Route 5,Manufacturer 2,65046faefc13ae024dfd569d
supplier 2,926,5.54,103,297.49,18,road,Route 1,Manufacturer 1,65046faefc13ae024dfd569e
supplier 3,445,10.06,65,63.98,20,sea,Route 1,Manufacturer 2,65046faefc13ae024dfd569f
supplier 1,525,31.84,194,100.13,21,road,Route 6,Manufacturer 1,65046faefc13ae024dfd56a0
supplier 6,742,12.13,110,88.01,8,sea,Route 5,Manufacturer 3,65046faefc13ae024dfd56a1
supplier 3,818,17.04,123,78.1,25,air,Route 3,Manufacturer 3,65046faefc13ae024dfd56a2
supplier 2,709,14.97,75,133.52,20,rail,Route 2,Manufacturer 2,65046faefc13ae024dfd56a3
supplier 2,357,30.94,186,265.59,2,sea,Route 4,Manufacturer 1,65046faefc13ae024dfd56a4
supplier 3,792,14.86,147,288.35,5,rail,Route 6,Manufacturer 2,65046faefc13ae024dfd56a5
supplier 5,11,10.59,181,202.33,27,sea,Route 6,Manufacturer 2,65046faefc13ae024dfd56a6
supplier 5,729,8.18,173,233.84,20,rail,Route 3,Manufacturer 3,65046faefc13ae024dfd56a7
supplier 3,344,11.38,25,169.96,24,road,Route 1,Manufacturer 2,65046faefc13ae024dfd56a8
supplier 2,87,5.45,143,153.57,18,sea,Route 5,Manufacturer 3,65046faefc13ae024dfd56a9
supplier 1,390,10.87,113,184.4,6,air,Route 4,Manufacturer 1,65046faefc13ae024dfd56aa
supplier 4,941,33.72,6,152.0,7,sea,Route 6,Manufacturer 1,65046faefc13ae024dfd56ab
supplier 3,190,21.36,86,271.79,29,air,Route 4,Manufacturer 2,65046faefc13ae024dfd56ac
supplier 2,251,26.98,69,147.43,8,sea,Route 3,Manufacturer 1,65046faefc13ae024dfd56ad
supplier 5,178,25.85,108,190.69,28,rail,Route 2,Manufacturer 1,65046faefc13ae024dfd56ae
supplier 6,359,11.44,9,224.23,3,road,Route 6,Manufacturer 2,65046faefc13ae024dfd56af
supplier 4,95,20.04,141,92.2,24,sea,Route 6,Manufacturer 3,65046faefc13ae024dfd56b0
supplier 4,877,12.52,155,65.15,9,road,Route 4,Manufacturer 1,65046faefc13ae024dfd56b1
supplier 1,954,21.38,2,158.88,8,road,Route 5,Manufacturer 2,65046faefc13ae024dfd56b2
supplier 1,984,25.61,14,264.69,3,air,Route 6,Manufacturer 1,65046faefc13ae024dfd56b3
supplier 1,630,13.32,28,90.54,7,road,Route 2,Manufacturer 2,65046faefc13ae024dfd56b4
supplier 3,763,29.91,138,191.45,30,road,Route 4,Manufacturer 2,65046faefc13ae024dfd56b5
supplier 5,997,21.75,119,57.59,21,road,Route 2,Manufacturer 2,65046faefc13ae024dfd56b6
supplier 3,119,20.98,124,292.34,30,sea,Route 1,Manufacturer 1,65046faefc13ae024dfd56b7
supplier 5,563,34.79,9,147.86,15,road,Route 1,Manufacturer 2,65046faefc13ae024dfd56b8
supplier 3,584,9.77,14,252.16,4,rail,Route 4,Manufacturer 1,65046faefc13ae024dfd56b9
supplier 3,528,6.33,100,250.39,6,rail,Route 2,Manufacturer 2,65046faefc13ae024dfd56ba
supplier 5,181,12.59,171,123.54,18,rail,Route 1,Manufacturer 2,65046faefc13ae024dfd56bb
supplier 4,591,31.93,92,111.25,29,sea,Route 2,Manufacturer 2,65046faefc13ae024dfd56bc
supplier 5,95,16.38,23,169.55,22,air,Route 6,Manufacturer 2,65046faefc13ae024dfd56bd
supplier 4,900,14.42,200,65.7,12,air,Route 5,Manufacturer 1,65046faefc13ae024dfd56be
supplier 3,395,21.05,47,152.89,18,air,Route 6,Manufacturer 3,65046faefc13ae024dfd56bf
supplier 2,739,12.65,172,118.19,9,sea,Route 1,Manufacturer 3,65046faefc13ae024dfd56c0
supplier 1,985,6.53,30,75.32,16,road,Route 6,Manufacturer 1,65046faefc13ae024dfd56c1
supplier 4,29,15.66,184,219.93,17,road,Route 4,Manufacturer 2,65046faefc13ae024dfd56c2
supplier 6,418,19.69,49,56.11,24,road,Route 4,Manufacturer 1,65046faefc13ae024dfd56c3
supplier 1,897,17.04,120,147.98,28,road,Route 6,Manufacturer 2,65046faefc13ae024dfd56c4
supplier 1,320,9.86,3,292.48,6,road,Route 2,Manufacturer 1,65046faefc13ae024dfd56c5
supplier 4,37,20.66,167,212.62,18,road,Route 6,Manufacturer 3,65046faefc13ae024dfd56c6
supplier 3,593,12.42,6,244.85,29,sea,Route 1,Manufacturer 2,65046faefc13ae024dfd56c7
supplier 2,123,12.6,91,66.41,29,air,Route 3,Manufacturer 3,65046faefc13ae024dfd56c8
supplier 3,569,7.03,60,64.83,18,rail,Route 6,Manufacturer 3,65046faefc13ae024dfd56c9
supplier 2,592,20.34,181,263.41,11,air,Route 3,Manufacturer 3,65046faefc13ae024dfd56ca
supplier 1,727,24.53,77,193.15,14,rail,Route 5,Manufacturer 2,65046faefc13ae024dfd56cb
supplier 2,282,25.74,26,163.37,13,air,Route 2,Manufacturer 3,65046faefc13ae024dfd56cc
supplier 3,404,12.28,175,127.4,14,rail,Route 5,Manufacturer 1,65046faefc13ae024dfd56cd
supplier 2,482,13.8,49,243.77,11,sea,Route 2,Manufacturer 1,65046faefc13ae024dfd56ce
supplier 1,390,16.21,149,152.88,29,rail,Route 3,Manufacturer 1,65046faefc13ae024dfd56cf
supplier 2,665,13.41,179,53.95,9,rail,Route 5,Manufacturer 1,65046faefc13ae024dfd56d0
supplier 5,168,31.72,15,242.16,8,sea,Route 3,Manufacturer 2,65046faefc13ae024dfd56d1
supplier 1,213,32.31,76,184.78,4,road,Route 1,Manufacturer 1,65046faefc13ae024dfd56d2
supplier 1,116,33.83,150,178.12,23,sea,Route 6,Manufacturer 3,65046faefc13ae024dfd56d3
supplier 6,213,16.01,74,147.08,3,sea,Route 3,Manufacturer 3,65046faefc13ae024dfd56d4
supplier 1,663,24.77,78,265.04,23,road,Route 1,Manufacturer 3,65046faefc13ae024dfd56d5
supplier 4,549,18.88,89,117.94,27,air,Route 4,Manufacturer 3,65046faefc13ae024dfd56d6
supplier 6,932,33.9,78,159.23,9,road,Route 3,Manufacturer 2,65046faefc13ae024dfd56d7
supplier 6,954,19.93,15,173.75,27,sea,Route 2,Manufacturer 3,65046faefc13ae024dfd56d8
supplier 1,987,34.68,161,246.9,21,sea,Route 5,Manufacturer 3,65046faefc13ae024dfd56d9
supplier 5,134,7.42,33,292.66,24,rail,Route 1,Manufacturer 2,65046faefc13ae024dfd56da
supplier 5,862,10.36,104,111.33,30,road,Route 4,Manufacturer 1,65046faefc13ae024dfd56db
supplier 3,197,23.83,17,171.62,30,sea,Route 5,Manufacturer 2,65046faefc13ae024dfd56dc
supplier 5,252,11.83,178,152.1,8,rail,Route 2,Manufacturer 1,65046faefc13ae024dfd56dd
supplier 6,234,15.63,36,90.36,19,road,Route 3,Manufacturer 1,65046faefc13ae024dfd56de
supplier 2,274,11.85,121,202.83,27,rail,Route 2,Manufacturer 3,65046faefc13ae024dfd56df
supplier 5,720,18.16,33,198.61,5,sea,Route 6,Manufacturer 1,65046faefc13ae024dfd56e0
supplier 1,523,15.41,128,131.48,23,road,Route 2,Manufacturer 2,65046faefc13ae024dfd56e1
supplier 2,558,12.86,101,150.56,3,sea,Route 2,Manufacturer 1,65046faefc13ae024dfd56e2
supplier 5,838,9.41,169,194.62,1,air,Route 1,Manufacturer 2,65046faefc13ae024dfd56e3
supplier 3,76,14.96,158,102.22,24,sea,Route 4,Manufacturer 1,65046faefc13ae024dfd56e4
supplier 5,798,9.64,179,117.5,25,air,Route 3,Manufacturer 3,65046faefc13ae024dfd56e5
supplier 2,909,33.24,44,165.3,5,rail,Route 2,Manufacturer 2,65046faefc13ae024dfd56e6
supplier 2,489,27.95,11,181.21,19,sea,Route 4,Manufacturer 2,65046faefc13ae024dfd56e7
supplier 4,838,27.63,5,209.17,2,air,Route 2,Manufacturer 2,65046faefc13ae024dfd56e8
supplier 3,138,12.42,188,152.62,9,road,Route 1,Manufacturer 3,65046faefc13ae024dfd56e9
supplier 6,819,28.82,49,202.82,12,sea,Route 4,Manufacturer 2,65046faefc13ae024dfd56ea
supplier 1,90,6.14,110,205.84,8,sea,Route 2,Manufacturer 1,65046faefc13ae024dfd56eb
supplier 3,157,7.85,104,165.61,7,road,Route 5,Manufacturer 1,65046faefc13ae024dfd56ec
supplier 4,710,13.87,47,254.72,3,sea,Route 5,Manufacturer 1,65046faefc13ae024dfd56ed
supplier 4,530,13.91,11,219.1,17,rail,Route 1,Manufacturer 2,65046faefc13ae024dfd56ee
supplier 2,930,26.39,174,204.85,23,road,Route 1,Manufacturer 3,65046faefc13ae024dfd56ef
supplier 1,371,27.17,133,89.81,22,sea,Route 2,Manufacturer 1,65046faefc13ae024dfd56f0
supplier 4,903,17.99,157,237.34,15,rail,Route 1,Manufacturer 2,65046faefc13ae024dfd56f1
supplier 5,379,14.66,146,198.69,19,sea,Route 3,Manufacturer 3,65046faefc13ae024dfd56f2
supplier 6,377,5.56,36,60.42,18,sea,Route 6,Manufacturer 3,65046faefc13ae024dfd56f3
supplier 4,295,14.71,75,292.09,11,road,Route 6,Manufacturer 1,65046faefc13ae024dfd56f4
supplier 1,534,26.66,14,202.3,30,sea,Route 1,Manufacturer 3,65046faefc13ae024dfd56f5
supplier 5,823,29.07,66,106.07,17,road,Route 5,Manufacturer 3,65046faefc13ae024dfd56f6
supplier 5,82,18.51,57,241.57,5,sea,Route 6,Manufacturer 3,65046faefc13ae024dfd56f7
supplier 1,592,10.31,11,296.09,4,road,Route 5,Manufacturer 1,65046faefc13ae024dfd56f8
supplier 4,43,19.64,12,223.76,10,sea,Route 3,Manufacturer 3,65046faefc13ae024dfd56f9
supplier 2,172,8.85,162,195.01,12,road,Route 1,Manufacturer 3,65046faefc13ae024dfd56fa
supplier 4,903,14.95,67,155.54,30,road,Route 1,Manufacturer 1,65046faefc13ae024dfd56fb
supplier 3,652,30.55,40,176.0,17,road,Route 4,Manufacturer 1,65046faefc13ae024dfd56fc
supplier 3,449,13.16,62,287.64,28,air,Route 5,Manufacturer 3,65046faefc13ae024dfd56fd
supplier 5,197,27.46,164,146.0,11,rail,Route 6,Manufacturer 2,65046faefc13ae024dfd56fe
supplier 5,180,22.56,38,190.21,14,air,Route 1,Manufacturer 2,65046faefc13ae024dfd56ff
supplier 6,54,30.99,132,168.82,28,rail,Route 1,Manufacturer 2,65046faefc13ae024dfd5700
supplier 6,662,6.68,164,89.91,28,sea,Route 5,Manufacturer 2,65046faefc13ae024dfd5701
supplier 2,180,7.0,186,70.28,2,rail,Route 3,Manufacturer 1,65046faefc13ae024dfd5702
supplier 5,952,29.94,76,128.14,25,sea,Route 5,Manufacturer 2,65046faefc13ae024dfd5703
supplier 4,527,30.03,122,141.17,19,air,Route 3,Manufacturer 2,65046faefc13ae024dfd5704
supplier 3,657,26.21,199,85.77,30,sea,Route 2,Manufacturer 1,65046faefc13ae024dfd5705
supplier 2,171,26.09,160,256.07,1,sea,Route 4,Manufacturer 3,65046faefc13ae024dfd5706
supplier 1,124,10.19,185,224.1,28,rail,Route 5,Manufacturer 2,65046faefc13ae024dfd5707
supplier 6,874,26.56,74,290.47,17,road,Route 1,Manufacturer 1,65046faefc13ae024dfd5708
supplier 5,151,9.75,129,88.6,29,rail,Route 3,Manufacturer 1,65046faefc13ae024dfd5709
supplier 4,377,13.98,162,282.04,11,sea,Route 5,Manufacturer 2,65046faefc13ae024dfd570a
supplier 6,353,22.68,81,169.66,21,sea,Route 6,Manufacturer 2,65046faefc13ae024dfd570b
supplier 1,959,31.93,89,195.42,7,air,Route 3,Manufacturer 3,65046faefc13ae024dfd570c
supplier 6,422,6.54,79,103.26,16,road,Route 5,Manufacturer 2,65046faefc13ae024dfd570d
supplier 1,82,31.5,83,256.26,14,road,Route 3,Manufacturer 3,65046faefc13ae024dfd570e
supplier 4,928,32.34,156,293.36,19,road,Route 4,Manufacturer 1,65046faefc13ae024dfd570f
supplier 2,591,12.24,149,225.24,1,sea,Route 5,Manufacturer 2,65046faefc13ae024dfd5710
supplier 6,156,33.58,4,153.02,14,road,Route 6,Manufacturer 3,65046faefc13ae024dfd5711
supplier 4,115,13.6,113,215.06,4,road,Route 4,Manufacturer 3,65046faefc13ae024dfd5712
supplier 2,927,15.29,31,67.93,30,sea,Route 2,Manufacturer 3,65046faefc13ae024dfd5713
supplier 5,921,20.89,31,114.29,2,rail,Route 2,Manufacturer 3,65046faefc13ae024dfd5714
supplier 6,190,32.98,22,165.28,15,rail,Route 5,Manufacturer 2,65046faefc13ae024dfd5715
supplier 2,160,14.04,23,275.8,16,sea,Route 2,Manufacturer 3,65046faefc13ae024dfd5716
supplier 3,289,12.22,125,293.17,7,road,Route 5,Manufacturer 3,65046faefc13ae024dfd5717
supplier 1,923,23.97,122,61.51,20,air,Route 2,Manufacturer 1,65046faefc13ae024dfd5718
supplier 6,499,15.81,105,123.15,15,rail,Route 2,Manufacturer 1,65046faefc13ae024dfd5719
supplier 2,19,26.19,89,256.08,18,air,Route 3,Manufacturer 3,65046faefc13ae024dfd571a
supplier 4,245,32.14,185,240.91,24,air,Route 5,Manufacturer 2,65046faefc13ae024dfd571b
supplier 2,335,32.45,152,251.39,18,rail,Route 5,Manufacturer 1,65046faefc13ae024dfd571c
supplier 5,874,15.46,74,54.61,27,rail,Route 6,Manufacturer 1,65046faefc13ae024dfd571d
supplier 6,920,14.65,119,264.69,1,sea,Route 3,Manufacturer 2,65046faefc13ae024dfd571e
supplier 6,165,13.25,43,190.16,21,sea,Route 1,Manufacturer 2,65046faefc13ae024dfd571f
supplier 1,549,34.63,83,246.17,13,road,Route 6,Manufacturer 2,65046faefc13ae024dfd5720
supplier 2,8,19.39,47,227.06,22,road,Route 5,Manufacturer 2,65046faefc13ae024dfd5721
supplier 6,138,5.07,87,119.54,28,air,Route 1,Manufacturer 2,65046faefc13ae024dfd5722
supplier 3,377,25.26,6,227.26,2,air,Route 4,Manufacturer 2,65046faefc13ae024dfd5723
supplier 1,398,10.04,27,288.88,6,sea,Route 2,Manufacturer 2,65046faefc13ae024dfd5724
supplier 5,357,25.88,89,54.9,24,sea,Route 1,Manufacturer 1,65046faefc13ae024dfd5725
supplier 1,785,18.45,25,116.47,2,sea,Route 4,Manufacturer 1,65046faefc13ae024dfd5726
supplier 2,923,13.68,40,222.25,15,rail,Route 2,Manufacturer 1,65046faefc13ae024dfd5727
supplier 5,320,33.13,117,292.98,25,sea,Route 2,Manufacturer 2,65046faefc13ae024dfd5728
supplier 6,218,32.93,120,191.48,2,road,Route 5,Manufacturer 1,65046faefc13ae024dfd5729
supplier 1,965,26.95,108,167.68,21,air,Route 3,Manufacturer 2,65046faefc13ae024dfd572a
supplier 5,506,31.2,150,66.59,14,sea,Route 1,Manufacturer 3,65046faefc13ae024dfd572b
supplier 4,48,11.92,162,202.17,20,rail,Route 3,Manufacturer 1,65046faefc13ae024dfd572c
supplier 6,121,6.39,67,183.92,16,sea,Route 1,Manufacturer 3,65046faefc13ae024dfd572d
supplier 1,267,9.03,94,151.72,30,road,Route 3,Manufacturer 3,65046faefc13ae024dfd572e
supplier 3,9,34.12,113,185.44,30,road,Route 1,Manufacturer 2,65046faefc13ae024dfd572f
supplier 6,928,22.33,189,59.96,2,rail,Route 6,Manufacturer 3,65046faefc13ae024dfd5730
supplier 1,259,30.84,197,267.34,28,air,Route 3,Manufacturer 3,65046faefc13ae024dfd5731
supplier 1,0,26.12,122,263.58,5,air,Route 5,Manufacturer 3,65046faefc13ae024dfd5732
supplier 6,93,14.01,90,247.68,24,rail,Route 5,Manufacturer 1,65046faefc13ae024dfd5733
supplier 2,458,23.8,122,209.96,28,road,Route 4,Manufacturer 3,65046faefc13ae024dfd5734
supplier 3,877,9.46,195,77.43,4,road,Route 5,Manufacturer 2,65046faefc13ae024dfd5735
supplier 2,814,11.53,59,175.56,26,sea,Route 1,Manufacturer 3,65046faefc13ae024dfd5736
supplier 2,327,9.13,168,294.99,27,sea,Route 3,Manufacturer 1,65046faefc13ae024dfd5737
supplier 3,785,30.43,35,208.26,5,air,Route 3,Manufacturer 1,65046faefc13ae024dfd5738
supplier 3,346,5.52,94,51.13,7,sea,Route 1,Manufacturer 3,65046faefc13ae024dfd5739
supplier 1,81,8.85,84,181.84,18,rail,Route 3,Manufacturer 2,65046faefc13ae024dfd573a
supplier 1,727,26.59,79,169.29,8,rail,Route 3,Manufacturer 2,65046faefc13ae024dfd573b
supplier 5,35,14.59,67,176.91,9,sea,Route 6,Manufacturer 1,65046faefc13ae024dfd573c
supplier 6,815,7.47,27,207.8,26,sea,Route 6,Manufacturer 1,65046faefc13ae024dfd573d
supplier 2,742,19.47,139,179.54,12,rail,Route 3,Manufacturer 3,65046faefc13ae024dfd573e
supplier 5,766,26.68,82,130.2,23,road,Route 1,Manufacturer 2,65046faefc13ae024dfd573f
supplier 3,320,31.5,68,104.85,6,air,Route 2,Manufacturer 1,65046faefc13ae024dfd5740
supplier 3,587,25.7,174,277.15,18,road,Route 1,Manufacturer 2,65046faefc13ae024dfd5741
supplier 4,476,17.61,25,202.36,2,rail,Route 6,Manufacturer 2,65046faefc13ae024dfd5742
supplier 4,829,5.66,137,77.86,5,road,Route 3,Manufacturer 3,65046faefc13ae024dfd5743
supplier 5,269,13.11,111,213.86,15,rail,Route 2,Manufacturer 2,65046faefc13ae024dfd5744
supplier 5,268,16.42,182,224.77,23,sea,Route 4,Manufacturer 1,65046faefc13ae024dfd5745
supplier 6,413,32.7,181,216.45,23,rail,Route 1,Manufacturer 3,65046faefc13ae024dfd5746
supplier 3,519,33.91,25,276.47,21,sea,Route 2,Manufacturer 2,65046faefc13ae024dfd5747
supplier 5,785,31.22,80,187.13,1,rail,Route 3,Manufacturer 2,65046faefc13ae024dfd5748
supplier 3,352,28.85,185,118.07,7,air,Route 2,Manufacturer 2,65046faefc13ae024dfd5749
supplier 3,666,24.48,90,140.05,14,rail,Route 4,Manufacturer 1,65046faefc13ae024dfd574a
supplier 5,240,14.57,130,206.57,24,rail,Route 3,Manufacturer 2,65046faefc13ae024dfd574b
supplier 2,320,17.11,96,108.83,7,rail,Route 2,Manufacturer 1,65046faefc13ae024dfd574c
supplier 6,599,32.86,63,131.06,6,sea,Route 6,Manufacturer 1,65046faefc13ae024dfd574d
supplier 6,711,19.58,72,54.2,3,sea,Route 3,Manufacturer 1,65046faefc13ae024dfd574e
supplier 2,488,8.0,33,291.31,5,rail,Route 1,Manufacturer 3,65046faefc13ae024dfd574f
supplier 4,772,10.81,62,133.45,21,sea,Route 2,Manufacturer 2,65046faefc13ae024dfd5750
supplier 4,708,13.35,166,180.99,9,road,Route 2,Manufacturer 3,65046faefc13ae024dfd5751
supplier 6,461,8.03,114,210.73,20,road,Route 2,Manufacturer 2,65046faefc13ae024dfd5752
supplier 3,310,19.63,38,90.32,27,sea,Route 2,Manufacturer 1,65046faefc13ae024dfd5753
supplier 2,880,14.19,86,86.4,16,air,Route 2,Manufacturer 3,65046faefc13ae024dfd5754
supplier 4,72,20.71,117,218.94,20,rail,Route 6,Manufacturer 3,65046faefc13ae024dfd5755
supplier 3,931,17.51,3,249.48,24,sea,Route 6,Manufacturer 2,65046faefc13ae024dfd5756
supplier 4,969,5.8,199,237.31,18,rail,Route 2,Manufacturer 3,65046faefc13ae024dfd5757
supplier 5,398,12.93,64,106.17,15,rail,Route 4,Manufacturer 1,65046faefc13ae024dfd5758
supplier 6,457,24.04,125,97.01,13,air,Route 3,Manufacturer 3,65046faefc13ae024dfd5759
supplier 3,699,23.02,27,54.07,13,rail,Route 3,Manufacturer 3,65046faefc13ae024dfd575a
supplier 4,6,16.09,105,109.92,21,sea,Route 6,Manufacturer 2,65046faefc13ae024dfd575b
supplier 2,697,5.02,39,155.46,11,sea,Route 3,Manufacturer 2,65046faefc13ae024dfd575c
supplier 5,411,29.29,164,130.06,19,sea,Route 5,Manufacturer 2,65046faefc13ae024dfd575d
supplier 3,896,32.24,69,182.1,14,road,Route 6,Manufacturer 1,65046faefc13ae024dfd575e
supplier 1,381,18.0,37,102.53,8,air,Route 3,Manufacturer 3,65046faefc13ae024dfd575f
supplier 2,908,21.54,59,55.64,17,sea,Route 5,Manufacturer 1,65046faefc13ae024dfd5760
supplier 4,581,17.92,196,207.04,12,air,Route 6,Manufacturer 3,65046faefc13ae024dfd5761
supplier 3,795,34.18,15,185.33,30,sea,Route 5,Manufacturer 1,65046faefc13ae024dfd5762
supplier 4,609,32.72,66,253.68,2,rail,Route 1,Manufacturer 3,65046faefc13ae024dfd5763
supplier 1,835,18.36,128,219.04,27,air,Route 3,Manufacturer 3,65046faefc13ae024dfd5764
supplier 2,419,17.36,59,114.86,22,rail,Route 6,Manufacturer 2,65046faefc13ae024dfd5765
supplier 1,293,22.64,177,181.04,7,rail,Route 6,Manufacturer 1,65046faefc13ae024dfd5766
supplier 3,437,30.44,10,150.36,6,rail,Route 1,Manufacturer 2,65046faefc13ae024dfd5767
supplier 1,986,32.25,184,194.52,16,rail,Route 3,Manufacturer 2,65046faefc13ae024dfd5768
supplier 6,518,9.59,139,95.66,29,rail,Route 6,Manufacturer 3,65046faefc13ae024dfd5769
supplier 2,720,18.83,149,110.3,25,road,Route 5,Manufacturer 3,65046faefc13ae024dfd576a
supplier 1,614,19.53,178,176.1,29,sea,Route 2,Manufacturer 1,65046faefc13ae024dfd576b
supplier 1,732,10.7,113,83.12,3,sea,Route 2,Manufacturer 3,65046faefc13ae024dfd576c
supplier 6,459,31.8,76,61.89,13,air,Route 1,Manufacturer 2,65046faefc13ae024dfd576d
supplier 3,870,30.85,153,62.72,20,rail,Route 6,Manufacturer 2,65046faefc13ae024dfd576e
supplier 2,560,33.3,132,279.06,6,rail,Route 6,Manufacturer 3,65046faefc13ae024dfd576f
supplier 3,645,7.94,199,155.12,12,road,Route 3,Manufacturer 1,65046faefc13ae024dfd5770
supplier 3,430,9.69,9,172.17,1,rail,Route 6,Manufacturer 3,65046faefc13ae024dfd5771
supplier 3,656,9.86,27,214.54,12,rail,Route 2,Manufacturer 1,65046faefc13ae024dfd5772
