Product Type,Distributor name,Distributor shipping cost,Distributor shipping time,Distributor transport mode,Distributor routes ,Distributor destinations,Product ID,Distributor cost
Tablet,Distributor 1,5.09,5,air,Route 21,Retailer 3,65046fa8fc13ae02b6fd5f4e,200
Phone,Distributor 3,4.33,4,air,Route 21,Retailer 2,65046fa8fc13ae02b6fd5f4f,300
Laptop,Distributor 2,5.04,3,road,Route 24,Retailer 1,65046fa8fc13ae02b6fd5f50,440
Tablet,Distributor 4,5.95,1,sea,Route 26,Retailer 1,65046fa8fc13ae02b6fd5f51,220
Phone,Distributor 2,9.59,2,rail,Route 22,Retailer 1,65046fa8fc13ae02b6fd5f52,190
Laptop,Distributor 1,6.94,4,road,Route 22,Retailer 5,65046fa8fc13ae02b6fd5f53,540
Tablet,Distributor 2,8.4,3,air,Route 26,Retailer 1,65046fa8fc13ae02b6fd5f54,170
Phone,Distributor 4,9.68,1,road,Route 21,Retailer 6,65046fa8fc13ae02b6fd5f55,250
Laptop,Distributor 4,5.86,3,rail,Route 22,Retailer 4,65046fa8fc13ae02b6fd5f56,480
Tablet,Distributor 1,5.06,6,road,Route 24,Retailer 2,65046fa8fc13ae02b6fd5f57,200
Phone,Distributor 3,5.98,6,rail,Route 21,Retailer 2,65046fa8fc13ae02b6fd5f58,300
Laptop,Distributor 2,7.43,3,sea,Route 26,Retailer 2,65046fa8fc13ae02b6fd5f59,440
Tablet,Distributor 1,8.81,2,road,Route 21,Retailer 5,65046fa8fc13ae02b6fd5f5a,200
Phone,Distributor 3,4.49,6,rail,Route 22,Retailer 2,65046fa8fc13ae02b6fd5f5b,300
Laptop,Distributor 4,6.86,5,rail,Route 22,Retailer 5,65046fa8fc13ae02b6fd5f5c,480
Tablet,Distributor 4,7.3,3,air,Route 21,Retailer 4,65046fa8fc13ae02b6fd5f5d,220
Phone,Distributor 1,8.92,6,road,Route 23,Retailer 3,65046fa8fc13ae02b6fd5f5e,200
Laptop,Distributor 1,6.57,4,air,Route 21,Retailer 1,65046fa8fc13ae02b6fd5f5f,540
Tablet,Distributor 1,9.6,6,rail,Route 22,Retailer 1,65046fa8fc13ae02b6fd5f60,200
Phone,Distributor 4,9.52,2,sea,Route 26,Retailer 4,65046fa8fc13ae02b6fd5f61,250
Laptop,Distributor 1,7.1,4,road,Route 21,Retailer 6,65046fa8fc13ae02b6fd5f62,540
Tablet,Distributor 2,7.91,5,air,Route 21,Retailer 5,65046fa8fc13ae02b6fd5f63,170
Phone,Distributor 1,8.82,4,air,Route 21,Retailer 3,65046fa8fc13ae02b6fd5f64,200
Laptop,Distributor 2,7.05,3,sea,Route 26,Retailer 5,65046fa8fc13ae02b6fd5f65,440
Tablet,Distributor 1,4.62,4,sea,Route 26,Retailer 6,65046fa8fc13ae02b6fd5f66,200
Phone,Distributor 4,8.64,3,sea,Route 26,Retailer 6,65046fa8fc13ae02b6fd5f67,250
Laptop,Distributor 2,7.42,1,sea,Route 26,Retailer 4,65046fa8fc13ae02b6fd5f68,440
Tablet,Distributor 3,4.43,4,air,Route 26,Retailer 1,65046fa8fc13ae02b6fd5f69,350
Phone,Distributor 3,4.63,6,sea,Route 26,Retailer 3,65046fa8fc13ae02b6fd5f6a,300
Laptop,Distributor 1,5.54,1,sea,Route 26,Retailer 2,65046fa8fc13ae02b6fd5f6b,540
Tablet,Distributor 1,9.57,3,rail,Route 22,Retailer 2,65046fa8fc13ae02b6fd5f6c,200
Phone,Distributor 1,4.09,1,rail,Route 22,Retailer 1,65046fa8fc13ae02b6fd5f6d,200
Laptop,Distributor 2,6.02,1,air,Route 21,Retailer 5,65046fa8fc13ae02b6fd5f6e,440
Tablet,Distributor 1,6.38,3,rail,Route 21,Retailer 3,65046fa8fc13ae02b6fd5f6f,200
Phone,Distributor 3,4.47,2,sea,Route 26,Retailer 2,65046fa8fc13ae02b6fd5f70,300
Laptop,Distributor 4,9.87,3,air,Route 26,Retailer 3,65046fa8fc13ae02b6fd5f71,480
Tablet,Distributor 3,9.22,6,sea,Route 26,Retailer 5,65046fa8fc13ae02b6fd5f72,350
Phone,Distributor 4,6.93,6,rail,Route 21,Retailer 1,65046fa8fc13ae02b6fd5f73,250
Laptop,Distributor 1,8.91,3,air,Route 21,Retailer 1,65046fa8fc13ae02b6fd5f74,540
Tablet,Distributor 4,8.35,4,sea,Route 26,Retailer 4,65046fa8fc13ae02b6fd5f75,220
Phone,Distributor 3,5.77,1,sea,Route 26,Retailer 3,65046fa8fc13ae02b6fd5f76,300
Laptop,Distributor 2,9.47,6,sea,Route 26,Retailer 5,65046fa8fc13ae02b6fd5f77,440
Tablet,Distributor 2,5.5,2,rail,Route 21,Retailer 4,65046fa8fc13ae02b6fd5f78,170
Phone,Distributor 1,8.11,1,sea,Route 26,Retailer 4,65046fa8fc13ae02b6fd5f79,200
Laptop,Distributor 4,7.17,6,air,Route 21,Retailer 4,65046fa8fc13ae02b6fd5f7a,480
Tablet,Distributor 1,9.57,6,rail,Route 21,Retailer 5,65046fa8fc13ae02b6fd5f7b,200
Phone,Distributor 3,9.95,5,road,Route 24,Retailer 4,65046fa8fc13ae02b6fd5f7c,300
Laptop,Distributor 1,9.16,4,air,Route 26,Retailer 6,65046fa8fc13ae02b6fd5f7d,540
Tablet,Distributor 3,6.96,2,road,Route 22,Retailer 1,65046fa8fc13ae02b6fd5f7e,350
Phone,Distributor 1,5.93,2,rail,Route 22,Retailer 4,65046fa8fc13ae02b6fd5f7f,200
Laptop,Distributor 4,6.36,2,road,Route 24,Retailer 1,65046fa8fc13ae02b6fd5f80,480
Tablet,Distributor 3,5.96,1,sea,Route 26,Retailer 6,65046fa8fc13ae02b6fd5f81,350
Phone,Distributor 3,8.27,5,rail,Route 21,Retailer 3,65046fa8fc13ae02b6fd5f82,300
Laptop,Distributor 2,8.56,1,road,Route 22,Retailer 5,65046fa8fc13ae02b6fd5f83,440
Tablet,Distributor 2,6.13,1,road,Route 22,Retailer 4,65046fa8fc13ae02b6fd5f84,170
Phone,Distributor 1,7.69,5,sea,Route 26,Retailer 4,65046fa8fc13ae02b6fd5f85,200
Laptop,Distributor 3,6.67,5,rail,Route 22,Retailer 5,65046fa8fc13ae02b6fd5f86,500
Tablet,Distributor 1,6.14,3,sea,Route 26,Retailer 4,65046fa8fc13ae02b6fd5f87,200
Phone,Distributor 3,4.93,5,rail,Route 22,Retailer 1,65046fa8fc13ae02b6fd5f88,300
Laptop,Distributor 3,7.79,2,rail,Route 21,Retailer 6,65046fa8fc13ae02b6fd5f89,500
Tablet,Distributor 2,8.24,3,air,Route 21,Retailer 1,65046fa8fc13ae02b6fd5f8a,170
Phone,Distributor 4,8.12,5,road,Route 22,Retailer 4,65046fa8fc13ae02b6fd5f8b,250
Laptop,Distributor 2,3.42,1,air,Route 21,Retailer 5,65046fa8fc13ae02b6fd5f8c,440
Tablet,Distributor 2,5.91,5,sea,Route 26,Retailer 3,65046fa8fc13ae02b6fd5f8d,170
Phone,Distributor 4,8.95,1,sea,Route 26,Retailer 2,65046fa8fc13ae02b6fd5f8e,250
Laptop,Distributor 1,4.2,1,road,Route 24,Retailer 1,65046fa8fc13ae02b6fd5f8f,540
Tablet,Distributor 3,8.87,2,rail,Route 21,Retailer 6,65046fa8fc13ae02b6fd5f90,350
Phone,Distributor 2,7.92,3,air,Route 26,Retailer 3,65046fa8fc13ae02b6fd5f91,190
Laptop,Distributor 1,6.45,6,air,Route 26,Retailer 4,65046fa8fc13ae02b6fd5f92,540
Tablet,Distributor 4,8.65,5,rail,Route 21,Retailer 3,65046fa8fc13ae02b6fd5f93,220
Phone,Distributor 1,8.46,2,rail,Route 21,Retailer 2,65046fa8fc13ae02b6fd5f94,200
Laptop,Distributor 2,4.87,6,rail,Route 22,Retailer 2,65046fa8fc13ae02b6fd5f95,440
Tablet,Distributor 3,7.8,4,rail,Route 21,Retailer 3,65046fa8fc13ae02b6fd5f96,350
Phone,Distributor 1,6.68,1,road,Route 21,Retailer 5,65046fa8fc13ae02b6fd5f97,200
Laptop,Distributor 2,5.12,5,road,Route 21,Retailer 6,65046fa8fc13ae02b6fd5f98,440
Tablet,Distributor 2,8.52,5,sea,Route 26,Retailer 6,65046fa8fc13ae02b6fd5f99,170
Phone,Distributor 1,4.46,3,air,Route 21,Retailer 2,65046fa8fc13ae02b6fd5f9a,200
Laptop,Distributor 4,8.76,3,rail,Route 22,Retailer 5,65046fa8fc13ae02b6fd5f9b,480
Tablet,Distributor 3,9.07,4,air,Route 26,Retailer 5,65046fa8fc13ae02b6fd5f9c,350
Phone,Distributor 4,3.34,5,sea,Route 26,Retailer 3,65046fa8fc13ae02b6fd5f9d,250
Laptop,Distributor 1,3.48,3,sea,Route 26,Retailer 4,65046fa8fc13ae02b6fd5f9e,540
Tablet,Distributor 1,5.21,1,road,Route 23,Retailer 3,65046fa8fc13ae02b6fd5f9f,200
Phone,Distributor 3,5.11,5,air,Route 26,Retailer 5,65046fa8fc13ae02b6fd5fa0,300
Laptop,Distributor 1,5.04,5,road,Route 23,Retailer 6,65046fa8fc13ae02b6fd5fa1,540
Tablet,Distributor 4,3.75,3,sea,Route 26,Retailer 5,65046fa8fc13ae02b6fd5fa2,220
Phone,Distributor 3,3.23,2,air,Route 26,Retailer 1,65046fa8fc13ae02b6fd5fa3,300
Laptop,Distributor 4,5.53,4,rail,Route 22,Retailer 4,65046fa8fc13ae02b6fd5fa4,480
Tablet,Distributor 3,8.21,6,road,Route 23,Retailer 2,65046fa8fc13ae02b6fd5fa5,350
Phone,Distributor 2,9.11,5,road,Route 24,Retailer 5,65046fa8fc13ae02b6fd5fa6,190
Laptop,Distributor 4,9.64,1,road,Route 22,Retailer 2,65046fa8fc13ae02b6fd5fa7,480
Tablet,Distributor 3,3.09,6,air,Route 26,Retailer 4,65046fa8fc13ae02b6fd5fa8,350
Phone,Distributor 2,7.65,3,road,Route 24,Retailer 4,65046fa8fc13ae02b6fd5fa9,190
Laptop,Distributor 3,7.29,3,road,Route 22,Retailer 1,65046fa8fc13ae02b6fd5faa,500
Tablet,Distributor 4,3.65,3,road,Route 23,Retailer 5,65046fa8fc13ae02b6fd5fab,220
Phone,Distributor 3,4.22,5,road,Route 22,Retailer 3,65046fa8fc13ae02b6fd5fac,300
Laptop,Distributor 1,5.04,1,air,Route 21,Retailer 5,65046fa8fc13ae02b6fd5fad,540
Tablet,Distributor 2,9.57,3,road,Route 22,Retailer 3,65046fa8fc13ae02b6fd5fae,170
Phone,Distributor 1,3.2,4,air,Route 21,Retailer 5,65046fa8fc13ae02b6fd5faf,200
Laptop,Distributor 2,7.01,4,rail,Route 21,Retailer 6,65046fa8fc13ae02b6fd5fb0,440
Tablet,Distributor 2,4.43,1,rail,Route 22,Retailer 3,65046fa8fc13ae02b6fd5fb1,170
Phone,Distributor 1,7.39,3,road,Route 22,Retailer 5,65046fa8fc13ae02b6fd5fb2,200
Laptop,Distributor 4,7.95,6,road,Route 22,Retailer 6,65046fa8fc13ae02b6fd5fb3,480
Tablet,Distributor 4,8.53,2,sea,Route 26,Retailer 1,65046fa8fc13ae02b6fd5fb4,220
Phone,Distributor 4,8.68,1,sea,Route 26,Retailer 5,65046fa8fc13ae02b6fd5fb5,250
Laptop,Distributor 1,5.93,5,rail,Route 22,Retailer 6,65046fa8fc13ae02b6fd5fb6,540
Tablet,Distributor 4,9.84,4,rail,Route 21,Retailer 5,65046fa8fc13ae02b6fd5fb7,220
Phone,Distributor 2,5.4,4,sea,Route 26,Retailer 2,65046fa8fc13ae02b6fd5fb8,190
Laptop,Distributor 1,5.01,2,air,Route 21,Retailer 2,65046fa8fc13ae02b6fd5fb9,540
Tablet,Distributor 2,6.65,3,road,Route 23,Retailer 6,65046fa8fc13ae02b6fd5fba,170
Phone,Distributor 1,3.16,1,sea,Route 26,Retailer 6,65046fa8fc13ae02b6fd5fbb,200
Laptop,Distributor 3,3.21,5,sea,Route 26,Retailer 5,65046fa8fc13ae02b6fd5fbc,500
Tablet,Distributor 2,8.94,2,road,Route 22,Retailer 3,65046fa8fc13ae02b6fd5fbd,170
Phone,Distributor 2,8.37,5,rail,Route 21,Retailer 5,65046fa8fc13ae02b6fd5fbe,190
Laptop,Distributor 1,9.72,6,sea,Route 26,Retailer 6,65046fa8fc13ae02b6fd5fbf,540
Tablet,Distributor 3,6.71,2,sea,Route 26,Retailer 6,65046fa8fc13ae02b6fd5fc0,350
Phone,Distributor 4,4.12,3,air,Route 26,Retailer 3,65046fa8fc13ae02b6fd5fc1,250
Laptop,Distributor 2,7.34,5,rail,Route 21,Retailer 1,65046fa8fc13ae02b6fd5fc2,440
Tablet,Distributor 3,3.81,3,road,Route 23,Retailer 5,65046fa8fc13ae02b6fd5fc3,350
Phone,Distributor 3,6.66,5,road,Route 24,Retailer 4,65046fa8fc13ae02b6fd5fc4,300
Laptop,Distributor 4,6.61,2,road,Route 24,Retailer 2,65046fa8fc13ae02b6fd5fc5,480
Tablet,Distributor 1,9.31,1,rail,Route 21,Retailer 1,65046fa8fc13ae02b6fd5fc6,200
Phone,Distributor 1,5.26,1,sea,Route 26,Retailer 2,65046fa8fc13ae02b6fd5fc7,200
Laptop,Distributor 1,9.91,4,sea,Route 26,Retailer 3,65046fa8fc13ae02b6fd5fc8,540
Tablet,Distributor 4,4.53,6,air,Route 21,Retailer 3,65046fa8fc13ae02b6fd5fc9,220
Phone,Distributor 4,7.15,3,air,Route 21,Retailer 2,65046fa8fc13ae02b6fd5fca,250
Laptop,Distributor 2,4.77,3,sea,Route 26,Retailer 5,65046fa8fc13ae02b6fd5fcb,440
Tablet,Distributor 1,3.19,5,rail,Route 22,Retailer 2,65046fa8fc13ae02b6fd5fcc,200
Phone,Distributor 4,7.98,5,rail,Route 21,Retailer 2,65046fa8fc13ae02b6fd5fcd,250
Laptop,Distributor 4,6.89,5,rail,Route 21,Retailer 1,65046fa8fc13ae02b6fd5fce,480
Tablet,Distributor 2,9.03,3,rail,Route 22,Retailer 3,65046fa8fc13ae02b6fd5fcf,170
Phone,Distributor 2,5.28,5,road,Route 23,Retailer 5,65046fa8fc13ae02b6fd5fd0,190
Laptop,Distributor 3,8.36,5,air,Route 26,Retailer 4,65046fa8fc13ae02b6fd5fd1,500
Tablet,Distributor 3,5.36,5,road,Route 22,Retailer 3,65046fa8fc13ae02b6fd5fd2,350
Phone,Distributor 2,5.71,2,air,Route 21,Retailer 2,65046fa8fc13ae02b6fd5fd3,190
Laptop,Distributor 4,5.44,2,road,Route 23,Retailer 1,65046fa8fc13ae02b6fd5fd4,480
Tablet,Distributor 1,3.26,6,rail,Route 21,Retailer 1,65046fa8fc13ae02b6fd5fd5,200
Phone,Distributor 3,9.51,4,air,Route 26,Retailer 5,65046fa8fc13ae02b6fd5fd6,300
Laptop,Distributor 2,6.06,5,rail,Route 22,Retailer 1,65046fa8fc13ae02b6fd5fd7,440
Tablet,Distributor 2,8.7,2,road,Route 24,Retailer 1,65046fa8fc13ae02b6fd5fd8,170
Phone,Distributor 3,5.15,4,sea,Route 26,Retailer 3,65046fa8fc13ae02b6fd5fd9,300
Laptop,Distributor 1,3.34,5,rail,Route 22,Retailer 2,65046fa8fc13ae02b6fd5fda,540
Tablet,Distributor 1,9.81,3,road,Route 21,Retailer 5,65046fa8fc13ae02b6fd5fdb,200
Phone,Distributor 4,8.37,3,rail,Route 21,Retailer 3,65046fa8fc13ae02b6fd5fdc,250
Laptop,Distributor 4,3.46,1,road,Route 21,Retailer 1,65046fa8fc13ae02b6fd5fdd,480
Tablet,Distributor 3,8.11,1,air,Route 26,Retailer 1,65046fa8fc13ae02b6fd5fde,350
Phone,Distributor 1,6.47,5,rail,Route 21,Retailer 3,65046fa8fc13ae02b6fd5fdf,200
Laptop,Distributor 3,4.95,1,road,Route 24,Retailer 1,65046fa8fc13ae02b6fd5fe0,500
Tablet,Distributor 3,7.34,3,air,Route 21,Retailer 4,65046fa8fc13ae02b6fd5fe1,350
Phone,Distributor 1,9.48,3,sea,Route 26,Retailer 2,65046fa8fc13ae02b6fd5fe2,200
Laptop,Distributor 2,9.7,2,air,Route 21,Retailer 3,65046fa8fc13ae02b6fd5fe3,440
Tablet,Distributor 3,5.93,2,road,Route 22,Retailer 4,65046fa8fc13ae02b6fd5fe4,350
Phone,Distributor 1,3.39,1,road,Route 24,Retailer 3,65046fa8fc13ae02b6fd5fe5,200
Laptop,Distributor 3,7.62,4,road,Route 22,Retailer 2,65046fa8fc13ae02b6fd5fe6,500
Tablet,Distributor 1,9.37,6,air,Route 21,Retailer 2,65046fa8fc13ae02b6fd5fe7,200
Phone,Distributor 4,3.36,3,rail,Route 22,Retailer 5,65046fa8fc13ae02b6fd5fe8,250
Laptop,Distributor 2,8.49,4,sea,Route 26,Retailer 4,65046fa8fc13ae02b6fd5fe9,440
Tablet,Distributor 3,4.27,6,road,Route 21,Retailer 3,65046fa8fc13ae02b6fd5fea,350
Phone,Distributor 4,6.88,6,air,Route 21,Retailer 2,65046fa8fc13ae02b6fd5feb,250
Laptop,Distributor 4,4.26,5,sea,Route 26,Retailer 3,65046fa8fc13ae02b6fd5fec,480
Tablet,Distributor 2,8.27,2,air,Route 26,Retailer 3,65046fa8fc13ae02b6fd5fed,170
Phone,Distributor 1,4.41,1,rail,Route 22,Retailer 2,65046fa8fc13ae02b6fd5fee,200
Laptop,Distributor 2,8.1,5,road,Route 24,Retailer 5,65046fa8fc13ae02b6fd5fef,440
Tablet,Distributor 2,3.58,5,air,Route 26,Retailer 6,65046fa8fc13ae02b6fd5ff0,170
Phone,Distributor 4,6.11,1,sea,Route 26,Retailer 3,65046fa8fc13ae02b6fd5ff1,250
Laptop,Distributor 2,7.88,3,road,Route 24,Retailer 3,65046fa8fc13ae02b6fd5ff2,440
Tablet,Distributor 1,7.69,3,air,Route 21,Retailer 2,65046fa8fc13ae02b6fd5ff3,200
Phone,Distributor 4,3.24,6,sea,Route 26,Retailer 5,65046fa8fc13ae02b6fd5ff4,250
Laptop,Distributor 1,4.29,1,road,Route 24,Retailer 1,65046fa8fc13ae02b6fd5ff5,540
Tablet,Distributor 3,6.68,1,sea,Route 26,Retailer 6,65046fa8fc13ae02b6fd5ff6,350
Phone,Distributor 1,8.19,6,sea,Route 26,Retailer 4,65046fa8fc13ae02b6fd5ff7,200
Laptop,Distributor 3,3.94,2,air,Route 21,Retailer 5,65046fa8fc13ae02b6fd5ff8,500
Tablet,Distributor 4,7.97,4,rail,Route 22,Retailer 1,65046fa8fc13ae02b6fd5ff9,220
Phone,Distributor 3,5.73,1,rail,Route 22,Retailer 4,65046fa8fc13ae02b6fd5ffa,300
Laptop,Distributor 4,4.61,3,road,Route 22,Retailer 3,65046fa8fc13ae02b6fd5ffb,480
Tablet,Distributor 1,7.52,5,sea,Route 26,Retailer 1,65046fa8fc13ae02b6fd5ffc,200
Phone,Distributor 4,4.71,1,road,Route 24,Retailer 2,65046fa8fc13ae02b6fd5ffd,250
Laptop,Distributor 3,6.77,1,air,Route 26,Retailer 1,65046fa8fc13ae02b6fd5ffe,500
Tablet,Distributor 2,7.99,3,sea,Route 26,Retailer 2,65046fa8fc13ae02b6fd5fff,170
Phone,Distributor 1,5.33,5,sea,Route 26,Retailer 4,65046fa8fc13ae02b6fd6000,200
Laptop,Distributor 4,6.69,1,road,Route 21,Retailer 1,65046fa8fc13ae02b6fd6001,480
Tablet,Distributor 1,7.25,5,rail,Route 21,Retailer 1,65046fa8fc13ae02b6fd6002,200
Phone,Distributor 3,5.27,5,rail,Route 22,Retailer 5,65046fa8fc13ae02b6fd6003,300
Laptop,Distributor 2,5.54,4,air,Route 26,Retailer 1,65046fa8fc13ae02b6fd6004,440
Tablet,Distributor 4,5.27,6,rail,Route 21,Retailer 2,65046fa8fc13ae02b6fd6005,220
Phone,Distributor 1,3.42,5,rail,Route 22,Retailer 1,65046fa8fc13ae02b6fd6006,200
Laptop,Distributor 1,4.72,5,rail,Route 22,Retailer 1,65046fa8fc13ae02b6fd6007,540
Tablet,Distributor 1,5.07,5,rail,Route 21,Retailer 4,65046fa8fc13ae02b6fd6008,200
Phone,Distributor 2,7.45,2,road,Route 21,Retailer 4,65046fa8fc13ae02b6fd6009,190
Laptop,Distributor 4,8.57,5,road,Route 24,Retailer 4,65046fa8fc13ae02b6fd600a,480
Tablet,Distributor 4,7.57,6,air,Route 26,Retailer 4,65046fa8fc13ae02b6fd600b,220
Phone,Distributor 4,6.81,2,sea,Route 26,Retailer 5,65046fa8fc13ae02b6fd600c,250
Laptop,Distributor 2,7.34,5,road,Route 22,Retailer 5,65046fa8fc13ae02b6fd600d,440
Tablet,Distributor 1,8.19,3,road,Route 24,Retailer 3,65046fa8fc13ae02b6fd600e,200
Phone,Distributor 2,8.16,6,road,Route 22,Retailer 3,65046fa8fc13ae02b6fd600f,190
Laptop,Distributor 1,4.34,3,air,Route 21,Retailer 5,65046fa8fc13ae02b6fd6010,540
Tablet,Distributor 4,9.44,2,sea,Route 26,Retailer 2,65046fa8fc13ae02b6fd6011,220
Phone,Distributor 1,8.5,4,road,Route 23,Retailer 3,65046fa8fc13ae02b6fd6012,200
Laptop,Distributor 1,7.48,3,sea,Route 26,Retailer 4,65046fa8fc13ae02b6fd6013,540
Tablet,Distributor 4,6.88,1,sea,Route 26,Retailer 1,65046fa8fc13ae02b6fd6014,220
Phone,Distributor 3,4.04,3,rail,Route 22,Retailer 6,65046fa8fc13ae02b6fd6015,300
Laptop,Distributor 2,6.76,1,rail,Route 22,Retailer 6,65046fa8fc13ae02b6fd6016,440
Tablet,Distributor 1,9.09,4,air,Route 21,Retailer 6,65046fa8fc13ae02b6fd6017,200
Phone,Distributor 3,6.85,6,sea,Route 26,Retailer 1,65046fa8fc13ae02b6fd6018,300
Laptop,Distributor 3,5.77,3,rail,Route 22,Retailer 3,65046fa8fc13ae02b6fd6019,500
Tablet,Distributor 4,4.98,5,road,Route 21,Retailer 5,65046fa8fc13ae02b6fd601a,220
Phone,Distributor 4,9.95,3,sea,Route 26,Retailer 6,65046fa8fc13ae02b6fd601b,250
Laptop,Distributor 3,7.69,6,road,Route 22,Retailer 5,65046fa8fc13ae02b6fd601c,500
Tablet,Distributor 4,9.86,1,sea,Route 26,Retailer 4,65046fa8fc13ae02b6fd601d,220
Phone,Distributor 4,9.15,4,air,Route 21,Retailer 4,65046fa8fc13ae02b6fd601e,250
Laptop,Distributor 1,7.71,4,sea,Route 26,Retailer 5,65046fa8fc13ae02b6fd601f,540
Tablet,Distributor 1,4.51,6,rail,Route 22,Retailer 4,65046fa8fc13ae02b6fd6020,200
Phone,Distributor 1,9.69,4,road,Route 22,Retailer 1,65046fa8fc13ae02b6fd6021,200
Laptop,Distributor 3,9.45,3,rail,Route 21,Retailer 2,65046fa8fc13ae02b6fd6022,500
Tablet,Distributor 4,6.24,5,rail,Route 21,Retailer 5,65046fa8fc13ae02b6fd6023,220
Phone,Distributor 1,8.7,5,air,Route 21,Retailer 2,65046fa8fc13ae02b6fd6024,200
Laptop,Distributor 2,9.71,4,rail,Route 21,Retailer 1,65046fa8fc13ae02b6fd6025,440
Tablet,Distributor 4,7.99,6,road,Route 22,Retailer 6,65046fa8fc13ae02b6fd6026,220
Phone,Distributor 3,3.33,5,road,Route 22,Retailer 6,65046fa8fc13ae02b6fd6027,300
Laptop,Distributor 3,8.78,1,sea,Route 26,Retailer 1,65046fa8fc13ae02b6fd6028,500
Tablet,Distributor 4,6.37,5,road,Route 22,Retailer 4,65046fa8fc13ae02b6fd6029,220
Phone,Distributor 1,6.94,5,rail,Route 21,Retailer 6,65046fa8fc13ae02b6fd602a,200
Laptop,Distributor 4,4.24,3,air,Route 26,Retailer 5,65046fa8fc13ae02b6fd602b,480
Tablet,Distributor 2,3.39,4,road,Route 22,Retailer 4,65046fa8fc13ae02b6fd602c,170
Phone,Distributor 3,6.27,4,sea,Route 26,Retailer 1,65046fa8fc13ae02b6fd602d,300
Phone,Distributor 4,4.98,5,sea,Route 26,Retailer 6,65046faefc13ae024dfd553e,250
Laptop,Distributor 3,7.11,6,air,Route 21,Retailer 4,65046faefc13ae024dfd553f,500
Tablet,Distributor 4,6.1,4,sea,Route 26,Retailer 5,65046faefc13ae024dfd5540,220
Phone,Distributor 3,7.73,2,road,Route 23,Retailer 5,65046faefc13ae024dfd5541,300
Laptop,Distributor 1,8.11,6,road,Route 23,Retailer 5,65046faefc13ae024dfd5542,540
Tablet,Distributor 1,8.39,4,road,Route 24,Retailer 1,65046faefc13ae024dfd5543,200
Phone,Distributor 1,4.67,3,road,Route 24,Retailer 3,65046faefc13ae024dfd5544,200
Laptop,Distributor 2,8.25,1,sea,Route 26,Retailer 3,65046faefc13ae024dfd5545,440
Tablet,Distributor 3,4.52,6,sea,Route 26,Retailer 5,65046faefc13ae024dfd5546,350
Phone,Distributor 1,3.48,3,air,Route 21,Retailer 4,65046faefc13ae024dfd5547,200
Laptop,Distributor 3,4.07,2,sea,Route 26,Retailer 4,65046faefc13ae024dfd5548,500
Tablet,Distributor 3,3.66,4,road,Route 21,Retailer 5,65046faefc13ae024dfd5549,350
Phone,Distributor 3,7.36,1,air,Route 21,Retailer 3,65046faefc13ae024dfd554a,300
Laptop,Distributor 3,8.76,3,rail,Route 21,Retailer 5,65046faefc13ae024dfd554b,500
Tablet,Distributor 1,5.16,5,sea,Route 26,Retailer 6,65046faefc13ae024dfd554c,200
Phone,Distributor 1,9.85,3,rail,Route 22,Retailer 2,65046faefc13ae024dfd554d,200
Laptop,Distributor 2,7.17,1,road,Route 21,Retailer 4,65046faefc13ae024dfd554e,440
Tablet,Distributor 2,5.86,1,road,Route 24,Retailer 6,65046faefc13ae024dfd554f,170
Phone,Distributor 2,5.48,5,rail,Route 21,Retailer 4,65046faefc13ae024dfd5550,190
Laptop,Distributor 3,5.34,4,road,Route 21,Retailer 2,65046faefc13ae024dfd5551,500
Tablet,Distributor 1,3.9,4,air,Route 26,Retailer 2,65046faefc13ae024dfd5552,200
Phone,Distributor 4,5.13,5,road,Route 23,Retailer 2,65046faefc13ae024dfd5553,250
Laptop,Distributor 4,8.63,1,road,Route 23,Retailer 2,65046faefc13ae024dfd5554,480
Tablet,Distributor 1,5.26,4,sea,Route 26,Retailer 6,65046faefc13ae024dfd5555,200
Phone,Distributor 3,8.23,5,road,Route 21,Retailer 6,65046faefc13ae024dfd5556,300
Laptop,Distributor 4,6.23,5,sea,Route 26,Retailer 1,65046faefc13ae024dfd5557,480
Tablet,Distributor 1,6.68,3,air,Route 26,Retailer 3,65046faefc13ae024dfd5558,200
Phone,Distributor 4,6.72,2,air,Route 21,Retailer 5,65046faefc13ae024dfd5559,250
Laptop,Distributor 4,6.48,6,sea,Route 26,Retailer 4,65046faefc13ae024dfd555a,480
Tablet,Distributor 1,8.07,6,air,Route 26,Retailer 5,65046faefc13ae024dfd555b,200
Phone,Distributor 3,5.53,6,road,Route 22,Retailer 2,65046faefc13ae024dfd555c,300
Laptop,Distributor 4,4.06,6,air,Route 26,Retailer 1,65046faefc13ae024dfd555d,480
Tablet,Distributor 3,5.63,3,rail,Route 22,Retailer 3,65046faefc13ae024dfd555e,350
Phone,Distributor 1,8.16,2,air,Route 21,Retailer 5,65046faefc13ae024dfd555f,200
Laptop,Distributor 2,9.44,2,rail,Route 21,Retailer 6,65046faefc13ae024dfd5560,440
Tablet,Distributor 4,3.29,4,air,Route 26,Retailer 4,65046faefc13ae024dfd5561,220
Phone,Distributor 1,8.97,3,rail,Route 22,Retailer 4,65046faefc13ae024dfd5562,200
Laptop,Distributor 2,4.65,1,road,Route 23,Retailer 3,65046faefc13ae024dfd5563,440
Tablet,Distributor 1,5.24,1,air,Route 26,Retailer 6,65046faefc13ae024dfd5564,200
