Product Type,Retailer name,Retailer product sold,Retailer shipping cost,Retailer shipping time,Retailer transport mode,Retailer routes ,Product ID,Retailer cost
Tablet,Retailer 4,yes,0.57,2,FedX,Route 32,65046fa8fc13ae02b6fd5fa2,1000
Phone,Retailer 3,yes,0.82,2,FedX,Route 34,65046fa8fc13ae02b6fd5fa3,650
Laptop,Retailer 3,yes,0.22,3,FedX,Route 32,65046fa8fc13ae02b6fd5fa4,1200
Tablet,Retailer 4,yes,0.99,3,UPS,Route 31,65046fa8fc13ae02b6fd5fa5,1000
Phone,Retailer 3,yes,1.11,2,FedX,Route 32,65046fa8fc13ae02b6fd5fa6,650
Laptop,Retailer 1,yes,1.87,1,UPS,Route 34,65046fa8fc13ae02b6fd5fa7,1070
Tablet,Retailer 1,yes,2.09,3,FedX,Route 33,65046fa8fc13ae02b6fd5fa8,800
Phone,Retailer 4,yes,2.64,1,UPS,Route 31,65046fa8fc13ae02b6fd5fa9,700
Laptop,Retailer 4,yes,1.18,5,FedX,Route 31,65046fa8fc13ae02b6fd5faa,1400
Tablet,Retailer 4,yes,2.22,3,UPS,Route 36,65046fa8fc13ae02b6fd5fab,1000
Phone,Retailer 1,yes,0.25,4,UPS,Route 34,65046fa8fc13ae02b6fd5fac,600
Laptop,Retailer 3,yes,0.61,1,UPS,Route 34,65046fa8fc13ae02b6fd5fad,1200
Tablet,Retailer 6,no,2.18,3,FedX,Route 34,65046fa8fc13ae02b6fd5fae,820
Phone,Retailer 4,yes,0.85,5,FedX,Route 36,65046fa8fc13ae02b6fd5faf,700
Laptop,Retailer 6,yes,1.83,5,UPS,Route 36,65046fa8fc13ae02b6fd5fb0,1100
Tablet,Retailer 5,yes,1.95,1,FedX,Route 32,65046fa8fc13ae02b6fd5fb1,650
Phone,Retailer 3,yes,1.46,4,FedX,Route 33,65046fa8fc13ae02b6fd5fb2,650
Laptop,Retailer 6,yes,2.0,3,UPS,Route 35,65046fa8fc13ae02b6fd5fb3,1100
Tablet,Retailer 6,yes,2.89,5,UPS,Route 33,65046fa8fc13ae02b6fd5fb4,820
Phone,Retailer 2,yes,1.02,3,UPS,Route 34,65046fa8fc13ae02b6fd5fb5,620
Laptop,Retailer 5,yes,2.56,1,FedX,Route 35,65046fa8fc13ae02b6fd5fb6,1000
Tablet,Retailer 4,yes,1.8,2,UPS,Route 32,65046fa8fc13ae02b6fd5fb7,1000
Phone,Retailer 4,yes,0.84,5,FedX,Route 33,65046fa8fc13ae02b6fd5fb8,700
Laptop,Retailer 6,yes,1.62,5,FedX,Route 34,65046fa8fc13ae02b6fd5fb9,1100
Tablet,Retailer 4,yes,0.03,1,UPS,Route 35,65046fa8fc13ae02b6fd5fba,1000
Phone,Retailer 5,yes,2.05,3,UPS,Route 31,65046fa8fc13ae02b6fd5fbb,600
Laptop,Retailer 3,yes,1.13,3,UPS,Route 33,65046fa8fc13ae02b6fd5fbc,1200
Tablet,Retailer 3,yes,2.0,4,UPS,Route 35,65046fa8fc13ae02b6fd5fbd,700
Phone,Retailer 5,yes,0.49,5,FedX,Route 36,65046fa8fc13ae02b6fd5fbe,600
Laptop,Retailer 4,yes,2.64,2,FedX,Route 32,65046fa8fc13ae02b6fd5fbf,1400
Tablet,Retailer 4,yes,2.53,4,FedX,Route 31,65046fa8fc13ae02b6fd5fc0,1000
Phone,Retailer 2,yes,0.51,3,UPS,Route 34,65046fa8fc13ae02b6fd5fc1,620
Laptop,Retailer 1,yes,1.84,5,FedX,Route 36,65046fa8fc13ae02b6fd5fc2,1070
Tablet,Retailer 4,yes,1.45,5,FedX,Route 33,65046fa8fc13ae02b6fd5fc3,1000
Phone,Retailer 5,yes,2.99,1,UPS,Route 32,65046fa8fc13ae02b6fd5fc4,600
Laptop,Retailer 3,yes,1.33,5,FedX,Route 33,65046fa8fc13ae02b6fd5fc5,1200
Tablet,Retailer 3,yes,0.74,2,FedX,Route 34,65046fa8fc13ae02b6fd5fc6,700
Phone,Retailer 4,yes,1.36,3,FedX,Route 33,65046fa8fc13ae02b6fd5fc7,700
Laptop,Retailer 5,yes,1.04,4,UPS,Route 36,65046fa8fc13ae02b6fd5fc8,1000
Tablet,Retailer 4,yes,0.59,2,FedX,Route 33,65046fa8fc13ae02b6fd5fc9,1000
Phone,Retailer 5,yes,0.28,2,FedX,Route 36,65046fa8fc13ae02b6fd5fca,600
Laptop,Retailer 3,yes,1.58,2,UPS,Route 32,65046fa8fc13ae02b6fd5fcb,1200
Tablet,Retailer 5,yes,0.69,1,FedX,Route 32,65046fa8fc13ae02b6fd5fcc,650
Phone,Retailer 2,yes,1.04,1,UPS,Route 32,65046fa8fc13ae02b6fd5fcd,620
Laptop,Retailer 2,no,0.68,2,UPS,Route 35,65046fa8fc13ae02b6fd5fce,1000
Tablet,Retailer 5,yes,2.05,5,UPS,Route 35,65046fa8fc13ae02b6fd5fcf,650
Phone,Retailer 4,yes,1.6,5,FedX,Route 35,65046fa8fc13ae02b6fd5fd0,700
Laptop,Retailer 4,yes,1.58,3,UPS,Route 32,65046fa8fc13ae02b6fd5fd1,1400
Tablet,Retailer 1,yes,2.28,5,UPS,Route 32,65046fa8fc13ae02b6fd5fd2,800
Phone,Retailer 2,yes,2.68,4,UPS,Route 35,65046fa8fc13ae02b6fd5fd3,620
Laptop,Retailer 4,yes,1.02,5,FedX,Route 31,65046fa8fc13ae02b6fd5fd4,1400
Tablet,Retailer 4,yes,1.41,5,UPS,Route 31,65046fa8fc13ae02b6fd5fd5,1000
Phone,Retailer 6,yes,2.58,4,FedX,Route 33,65046fa8fc13ae02b6fd5fd6,590
Laptop,Retailer 3,yes,0.35,2,FedX,Route 33,65046fa8fc13ae02b6fd5fd7,1200
Tablet,Retailer 3,yes,0.26,2,UPS,Route 34,65046fa8fc13ae02b6fd5fd8,700
Phone,Retailer 3,yes,2.84,2,UPS,Route 34,65046fa8fc13ae02b6fd5fd9,650
Laptop,Retailer 4,yes,1.49,5,UPS,Route 31,65046fa8fc13ae02b6fd5fda,1400
Tablet,Retailer 5,yes,1.01,2,UPS,Route 36,65046fa8fc13ae02b6fd5fdb,650
Phone,Retailer 3,yes,2.24,4,UPS,Route 34,65046fa8fc13ae02b6fd5fdc,650
Laptop,Retailer 6,yes,1.57,5,FedX,Route 35,65046fa8fc13ae02b6fd5fdd,1100
Tablet,Retailer 5,yes,1.53,2,UPS,Route 34,65046fa8fc13ae02b6fd5fde,650
Phone,Retailer 1,yes,2.37,3,UPS,Route 33,65046fa8fc13ae02b6fd5fdf,600
Laptop,Retailer 1,yes,1.08,1,FedX,Route 34,65046fa8fc13ae02b6fd5fe0,1070
Tablet,Retailer 4,yes,0.52,5,UPS,Route 36,65046fa8fc13ae02b6fd5fe1,1000
Phone,Retailer 6,yes,2.38,5,FedX,Route 34,65046fa8fc13ae02b6fd5fe2,590
Laptop,Retailer 2,yes,1.33,5,UPS,Route 36,65046fa8fc13ae02b6fd5fe3,1000
Tablet,Retailer 3,yes,0.97,2,FedX,Route 36,65046fa8fc13ae02b6fd5fe4,700
Phone,Retailer 3,yes,0.72,1,UPS,Route 35,65046fa8fc13ae02b6fd5fe5,650
Laptop,Retailer 5,yes,0.46,2,FedX,Route 31,65046fa8fc13ae02b6fd5fe6,1000
Tablet,Retailer 6,yes,1.49,2,FedX,Route 34,65046fa8fc13ae02b6fd5fe7,820
Phone,Retailer 4,yes,0.08,5,FedX,Route 36,65046fa8fc13ae02b6fd5fe8,700
Laptop,Retailer 6,yes,2.18,2,FedX,Route 33,65046fa8fc13ae02b6fd5fe9,1100
Tablet,Retailer 3,yes,0.09,2,UPS,Route 33,65046fa8fc13ae02b6fd5fea,700
Phone,Retailer 6,yes,0.52,4,FedX,Route 32,65046fa8fc13ae02b6fd5feb,590
Laptop,Retailer 5,yes,2.07,1,UPS,Route 34,65046fa8fc13ae02b6fd5fec,1000
Tablet,Retailer 3,yes,0.3,3,FedX,Route 32,65046fa8fc13ae02b6fd5fed,700
Phone,Retailer 5,yes,0.32,5,UPS,Route 35,65046fa8fc13ae02b6fd5fee,600
Laptop,Retailer 5,yes,0.75,5,UPS,Route 32,65046fa8fc13ae02b6fd5fef,1000
Tablet,Retailer 4,yes,1.41,5,FedX,Route 32,65046fa8fc13ae02b6fd5ff0,1000
Phone,Retailer 5,yes,1.94,3,UPS,Route 31,65046fa8fc13ae02b6fd5ff1,600
Laptop,Retailer 1,yes,0.62,2,UPS,Route 32,65046fa8fc13ae02b6fd5ff2,1070
Tablet,Retailer 6,no,2.99,2,UPS,Route 35,65046fa8fc13ae02b6fd5ff3,820
Phone,Retailer 4,yes,1.55,1,FedX,Route 32,65046fa8fc13ae02b6fd5ff4,700
Laptop,Retailer 5,yes,0.27,2,UPS,Route 34,65046fa8fc13ae02b6fd5ff5,1000
Tablet,Retailer 6,yes,0.89,2,UPS,Route 32,65046fa8fc13ae02b6fd5ff6,820
Phone,Retailer 1,yes,0.82,5,FedX,Route 35,65046fa8fc13ae02b6fd5ff7,600
Laptop,Retailer 3,yes,1.84,3,UPS,Route 33,65046fa8fc13ae02b6fd5ff8,1200
Tablet,Retailer 1,yes,0.58,4,UPS,Route 33,65046fa8fc13ae02b6fd5ff9,800
Phone,Retailer 4,yes,0.91,2,FedX,Route 33,65046fa8fc13ae02b6fd5ffa,700
Laptop,Retailer 4,yes,0.31,1,FedX,Route 35,65046fa8fc13ae02b6fd5ffb,1400
Tablet,Retailer 2,yes,2.77,5,UPS,Route 34,65046fa8fc13ae02b6fd5ffc,800
Phone,Retailer 6,yes,1.79,4,FedX,Route 33,65046fa8fc13ae02b6fd5ffd,590
Laptop,Retailer 6,no,0.29,2,FedX,Route 32,65046fa8fc13ae02b6fd5ffe,1100
Tablet,Retailer 1,yes,2.07,5,UPS,Route 32,65046fa8fc13ae02b6fd5fff,800
Phone,Retailer 6,yes,0.68,2,UPS,Route 35,65046fa8fc13ae02b6fd6000,590
Laptop,Retailer 5,yes,0.78,5,UPS,Route 32,65046fa8fc13ae02b6fd6001,1000
Tablet,Retailer 5,yes,0.62,5,UPS,Route 31,65046fa8fc13ae02b6fd6002,650
Phone,Retailer 1,yes,2.99,4,FedX,Route 36,65046fa8fc13ae02b6fd6003,600
Laptop,Retailer 6,yes,2.03,1,FedX,Route 36,65046fa8fc13ae02b6fd6004,1100
Tablet,Retailer 2,yes,1.37,4,FedX,Route 36,65046fa8fc13ae02b6fd6005,800
Phone,Retailer 3,no,1.96,1,FedX,Route 31,65046fa8fc13ae02b6fd6006,650
Laptop,Retailer 2,yes,0.54,3,UPS,Route 36,65046fa8fc13ae02b6fd6007,1000
Tablet,Retailer 2,yes,0.61,4,UPS,Route 36,65046fa8fc13ae02b6fd6008,800
Phone,Retailer 2,yes,1.49,1,FedX,Route 33,65046fa8fc13ae02b6fd6009,620
Laptop,Retailer 6,yes,1.83,1,UPS,Route 33,65046fa8fc13ae02b6fd600a,1100
Tablet,Retailer 6,yes,0.49,4,FedX,Route 33,65046fa8fc13ae02b6fd600b,820
Phone,Retailer 5,yes,0.72,4,UPS,Route 35,65046fa8fc13ae02b6fd600c,600
Laptop,Retailer 1,yes,1.47,4,UPS,Route 35,65046fa8fc13ae02b6fd600d,1070
Tablet,Retailer 1,yes,0.67,5,UPS,Route 31,65046fa8fc13ae02b6fd600e,800
Phone,Retailer 3,yes,2.88,3,FedX,Route 35,65046fa8fc13ae02b6fd600f,650
Laptop,Retailer 3,yes,1.07,2,UPS,Route 34,65046fa8fc13ae02b6fd6010,1200
Tablet,Retailer 3,yes,1.54,3,UPS,Route 36,65046fa8fc13ae02b6fd6011,700
Phone,Retailer 4,yes,0.04,1,FedX,Route 33,65046fa8fc13ae02b6fd6012,700
Laptop,Retailer 5,yes,2.75,4,FedX,Route 31,65046fa8fc13ae02b6fd6013,1000
Tablet,Retailer 1,yes,0.76,2,UPS,Route 32,65046fa8fc13ae02b6fd6014,800
Phone,Retailer 6,yes,1.49,2,UPS,Route 35,65046fa8fc13ae02b6fd6015,590
Laptop,Retailer 5,yes,1.91,2,UPS,Route 33,65046fa8fc13ae02b6fd6016,1000
Tablet,Retailer 5,yes,0.64,1,UPS,Route 33,65046fa8fc13ae02b6fd6017,650
Phone,Retailer 3,yes,2.69,3,UPS,Route 32,65046fa8fc13ae02b6fd6018,650
Laptop,Retailer 3,yes,2.9,3,UPS,Route 32,65046fa8fc13ae02b6fd6019,1200
Tablet,Retailer 1,yes,1.76,5,FedX,Route 31,65046fa8fc13ae02b6fd601a,800
Phone,Retailer 5,yes,1.33,3,FedX,Route 34,65046fa8fc13ae02b6fd601b,600
Laptop,Retailer 4,no,1.22,2,FedX,Route 35,65046fa8fc13ae02b6fd601c,1400
Tablet,Retailer 2,yes,1.68,3,FedX,Route 35,65046fa8fc13ae02b6fd601d,800
Phone,Retailer 6,yes,2.15,5,UPS,Route 32,65046fa8fc13ae02b6fd601e,590
Laptop,Retailer 6,yes,0.35,2,FedX,Route 32,65046fa8fc13ae02b6fd601f,1100
Tablet,Retailer 5,yes,2.1,5,FedX,Route 36,65046fa8fc13ae02b6fd6020,650
Phone,Retailer 6,yes,2.59,3,FedX,Route 35,65046fa8fc13ae02b6fd6021,590
Laptop,Retailer 6,yes,2.73,5,UPS,Route 33,65046fa8fc13ae02b6fd6022,1100
Tablet,Retailer 6,yes,1.2,2,UPS,Route 31,65046fa8fc13ae02b6fd6023,820
Phone,Retailer 3,yes,0.85,4,FedX,Route 33,65046fa8fc13ae02b6fd6024,650
Laptop,Retailer 3,yes,1.43,4,FedX,Route 34,65046fa8fc13ae02b6fd6025,1200
Tablet,Retailer 1,yes,0.77,1,FedX,Route 36,65046fa8fc13ae02b6fd6026,800
Phone,Retailer 1,yes,2.0,4,FedX,Route 36,65046fa8fc13ae02b6fd6027,600
Laptop,Retailer 6,yes,2.91,1,UPS,Route 31,65046fa8fc13ae02b6fd6028,1100
Tablet,Retailer 4,yes,2.77,5,FedX,Route 34,65046fa8fc13ae02b6fd6029,1000
Phone,Retailer 5,yes,0.5,2,UPS,Route 32,65046fa8fc13ae02b6fd602a,600
Laptop,Retailer 6,yes,0.54,4,UPS,Route 34,65046fa8fc13ae02b6fd602b,1100
Tablet,Retailer 5,yes,1.71,4,UPS,Route 35,65046fa8fc13ae02b6fd602c,650
Phone,Retailer 3,yes,1.77,2,FedX,Route 36,65046fa8fc13ae02b6fd602d,650
Phone,Retailer 3,yes,2.17,4,FedX,Route 32,65046faefc13ae024dfd553e,650
Laptop,Retailer 6,yes,2.45,1,UPS,Route 31,65046faefc13ae024dfd553f,1100
Tablet,Retailer 3,yes,0.95,4,FedX,Route 31,65046faefc13ae024dfd5540,700
Phone,Retailer 6,yes,1.56,2,FedX,Route 32,65046faefc13ae024dfd5541,590
Laptop,Retailer 1,yes,1.66,1,FedX,Route 32,65046faefc13ae024dfd5542,1070
Tablet,Retailer 1,yes,2.75,3,UPS,Route 33,65046faefc13ae024dfd5543,800
Phone,Retailer 3,yes,2.91,2,FedX,Route 36,65046faefc13ae024dfd5544,650
Laptop,Retailer 5,yes,1.91,5,UPS,Route 32,65046faefc13ae024dfd5545,1000
Tablet,Retailer 1,yes,1.83,5,FedX,Route 36,65046faefc13ae024dfd5546,800
Phone,Retailer 6,yes,1.35,4,UPS,Route 36,65046faefc13ae024dfd5547,590
Laptop,Retailer 5,yes,0.74,4,UPS,Route 32,65046faefc13ae024dfd5548,1000
Tablet,Retailer 6,yes,2.36,3,UPS,Route 36,65046faefc13ae024dfd5549,820
Phone,Retailer 5,yes,2.56,5,UPS,Route 36,65046faefc13ae024dfd554a,600
Laptop,Retailer 3,yes,2.25,4,FedX,Route 31,65046faefc13ae024dfd554b,1200
Tablet,Retailer 5,yes,1.82,1,FedX,Route 35,65046faefc13ae024dfd554c,650
Phone,Retailer 6,yes,2.32,1,FedX,Route 32,65046faefc13ae024dfd554d,590
Laptop,Retailer 3,yes,2.94,3,FedX,Route 36,65046faefc13ae024dfd554e,1200
Tablet,Retailer 6,yes,0.31,5,FedX,Route 31,65046faefc13ae024dfd554f,820
Phone,Retailer 3,yes,0.89,4,UPS,Route 33,65046faefc13ae024dfd5550,650
Laptop,Retailer 4,no,0.46,2,UPS,Route 32,65046faefc13ae024dfd5551,1400
Tablet,Retailer 2,yes,2.0,2,UPS,Route 31,65046faefc13ae024dfd5552,800
Phone,Retailer 1,yes,1.97,5,UPS,Route 32,65046faefc13ae024dfd5553,600
Laptop,Retailer 2,yes,2.12,5,UPS,Route 34,65046faefc13ae024dfd5554,1000
Tablet,Retailer 6,no,1.23,5,FedX,Route 33,65046faefc13ae024dfd5555,820
Phone,Retailer 3,yes,2.16,3,FedX,Route 34,65046faefc13ae024dfd5556,650
Laptop,Retailer 2,yes,0.04,2,UPS,Route 31,65046faefc13ae024dfd5557,1000
Tablet,Retailer 3,yes,2.5,4,FedX,Route 33,65046faefc13ae024dfd5558,700
Phone,Retailer 6,yes,0.78,3,UPS,Route 35,65046faefc13ae024dfd5559,590
Laptop,Retailer 1,yes,0.33,3,FedX,Route 36,65046faefc13ae024dfd555a,1070
Tablet,Retailer 2,yes,1.98,5,FedX,Route 31,65046faefc13ae024dfd555b,800
Phone,Retailer 2,yes,1.62,3,FedX,Route 33,65046faefc13ae024dfd555c,620
Laptop,Retailer 1,yes,1.28,5,FedX,Route 31,65046faefc13ae024dfd555d,1070
Tablet,Retailer 6,yes,1.11,5,UPS,Route 36,65046faefc13ae024dfd555e,820
Phone,Retailer 1,yes,0.72,3,UPS,Route 32,65046faefc13ae024dfd555f,600
Laptop,Retailer 6,yes,1.89,3,UPS,Route 31,65046faefc13ae024dfd5560,1100
Tablet,Retailer 4,yes,2.62,3,UPS,Route 33,65046faefc13ae024dfd5561,1000
Phone,Retailer 4,yes,2.15,4,FedX,Route 35,65046faefc13ae024dfd5562,700
Laptop,Retailer 4,yes,0.95,4,FedX,Route 36,65046faefc13ae024dfd5563,1400
Tablet,Retailer 1,yes,0.41,3,UPS,Route 33,65046faefc13ae024dfd5564,800
Phone,Retailer 5,yes,2.68,5,FedX,Route 35,65046faefc13ae024dfd5565,600
Laptop,Retailer 6,yes,3.0,3,FedX,Route 32,65046faefc13ae024dfd5566,1100
Tablet,Retailer 1,yes,2.27,3,UPS,Route 31,65046faefc13ae024dfd5567,800
Phone,Retailer 1,yes,0.35,4,UPS,Route 33,65046faefc13ae024dfd5568,600
Laptop,Retailer 3,no,2.63,4,FedX,Route 31,65046faefc13ae024dfd5569,1200
Tablet,Retailer 6,yes,1.15,2,UPS,Route 34,65046faefc13ae024dfd556a,820
Phone,Retailer 5,yes,0.78,1,FedX,Route 35,65046faefc13ae024dfd556b,600
Laptop,Retailer 5,yes,2.41,5,UPS,Route 31,65046faefc13ae024dfd556c,1000
Tablet,Retailer 3,yes,0.32,1,UPS,Route 33,65046faefc13ae024dfd556d,700
Phone,Retailer 5,yes,1.62,1,FedX,Route 33,65046faefc13ae024dfd556e,600
Laptop,Retailer 2,yes,0.46,3,UPS,Route 34,65046faefc13ae024dfd556f,1000
Tablet,Retailer 3,yes,2.94,5,FedX,Route 34,65046faefc13ae024dfd5570,700
Phone,Retailer 1,yes,2.93,4,FedX,Route 36,65046faefc13ae024dfd5571,600
Laptop,Retailer 3,yes,2.06,5,UPS,Route 33,65046faefc13ae024dfd5572,1200
Tablet,Retailer 3,yes,1.56,2,UPS,Route 33,65046faefc13ae024dfd5573,700
Phone,Retailer 4,yes,1.29,4,UPS,Route 31,65046faefc13ae024dfd5574,700
Laptop,Retailer 1,yes,2.18,4,UPS,Route 36,65046faefc13ae024dfd5575,1070
Tablet,Retailer 2,yes,0.17,5,UPS,Route 33,65046faefc13ae024dfd5576,800
Phone,Retailer 4,yes,2.39,4,UPS,Route 36,65046faefc13ae024dfd5577,700
Laptop,Retailer 1,yes,2.98,2,FedX,Route 33,65046faefc13ae024dfd5578,1070
Tablet,Retailer 2,yes,0.49,3,FedX,Route 34,65046faefc13ae024dfd5579,800
Phone,Retailer 4,yes,2.29,5,FedX,Route 31,65046faefc13ae024dfd557a,700
Laptop,Retailer 5,yes,1.71,3,FedX,Route 33,65046faefc13ae024dfd557b,1000
Tablet,Retailer 3,no,1.1,3,FedX,Route 32,65046faefc13ae024dfd557c,700
Phone,Retailer 4,yes,2.26,2,FedX,Route 35,65046faefc13ae024dfd557d,700
Laptop,Retailer 4,yes,2.51,4,FedX,Route 35,65046faefc13ae024dfd557e,1400
Tablet,Retailer 1,yes,2.76,3,UPS,Route 36,65046faefc13ae024dfd557f,800
Phone,Retailer 4,yes,1.21,1,FedX,Route 32,65046faefc13ae024dfd5580,700
Laptop,Retailer 3,yes,2.81,1,FedX,Route 33,65046faefc13ae024dfd5581,1200
Tablet,Retailer 2,yes,1.64,4,FedX,Route 35,65046faefc13ae024dfd5582,800
Phone,Retailer 5,yes,2.96,4,FedX,Route 33,65046faefc13ae024dfd5583,600
Laptop,Retailer 4,yes,0.5,5,FedX,Route 34,65046faefc13ae024dfd5584,1400
Tablet,Retailer 3,yes,0.77,1,FedX,Route 36,65046faefc13ae024dfd5585,700
Phone,Retailer 3,yes,0.8,1,FedX,Route 35,65046faefc13ae024dfd5586,650
Laptop,Retailer 5,yes,1.83,3,FedX,Route 32,65046faefc13ae024dfd5587,1000
Tablet,Retailer 5,yes,0.7,5,FedX,Route 31,65046faefc13ae024dfd5588,650
Phone,Retailer 5,yes,2.12,5,FedX,Route 34,65046faefc13ae024dfd5589,600
Laptop,Retailer 6,yes,1.58,1,FedX,Route 36,65046faefc13ae024dfd558a,1100
Tablet,Retailer 6,yes,0.42,1,FedX,Route 36,65046faefc13ae024dfd558b,820
Phone,Retailer 1,yes,1.59,3,UPS,Route 32,65046faefc13ae024dfd558c,600
Laptop,Retailer 6,yes,0.32,3,FedX,Route 35,65046faefc13ae024dfd558d,1100
Tablet,Retailer 3,yes,0.7,5,UPS,Route 35,65046faefc13ae024dfd558e,700
Phone,Retailer 5,yes,1.08,2,UPS,Route 32,65046faefc13ae024dfd558f,600
Laptop,Retailer 1,yes,0.54,2,UPS,Route 31,65046faefc13ae024dfd5590,1070
Tablet,Retailer 3,yes,2.92,5,UPS,Route 36,65046faefc13ae024dfd5591,700
Phone,Retailer 4,yes,2.5,1,UPS,Route 36,65046faefc13ae024dfd5592,700
Laptop,Retailer 3,yes,1.32,4,UPS,Route 33,65046faefc13ae024dfd5593,1200
Tablet,Retailer 6,yes,2.0,4,UPS,Route 33,65046faefc13ae024dfd5594,820
Phone,Retailer 1,yes,0.18,2,UPS,Route 34,65046faefc13ae024dfd5595,600
Laptop,Retailer 2,yes,2.49,5,FedX,Route 36,65046faefc13ae024dfd5596,1000
Tablet,Retailer 3,yes,0.61,1,UPS,Route 35,65046faefc13ae024dfd5597,700
Phone,Retailer 2,yes,2.45,3,FedX,Route 34,65046faefc13ae024dfd5598,620
Laptop,Retailer 2,yes,1.23,2,FedX,Route 32,65046faefc13ae024dfd5599,1000
Tablet,Retailer 5,yes,0.28,4,FedX,Route 36,65046faefc13ae024dfd559a,650
Phone,Retailer 3,yes,0.48,4,UPS,Route 33,65046faefc13ae024dfd559b,650
Laptop,Retailer 3,yes,2.94,4,FedX,Route 36,65046faefc13ae024dfd559c,1200
Tablet,Retailer 5,yes,1.13,4,FedX,Route 35,65046faefc13ae024dfd559d,650
Phone,Retailer 5,yes,2.85,5,FedX,Route 35,65046faefc13ae024dfd559e,600
Laptop,Retailer 3,yes,1.87,4,FedX,Route 34,65046faefc13ae024dfd559f,1200
Tablet,Retailer 1,yes,0.53,3,FedX,Route 36,65046faefc13ae024dfd55a0,800
Phone,Retailer 1,yes,0.71,3,UPS,Route 34,65046faefc13ae024dfd55a1,600
Laptop,Retailer 2,yes,1.98,4,UPS,Route 33,65046faefc13ae024dfd55a2,1000
Tablet,Retailer 6,yes,2.69,1,UPS,Route 31,65046faefc13ae024dfd55a3,820
Phone,Retailer 5,yes,1.05,1,UPS,Route 33,65046faefc13ae024dfd55a4,600
Laptop,Retailer 1,yes,2.42,4,UPS,Route 34,65046faefc13ae024dfd55a5,1070
Tablet,Retailer 3,yes,1.87,3,UPS,Route 35,65046faefc13ae024dfd55a6,700
Phone,Retailer 3,yes,0.48,3,UPS,Route 34,65046faefc13ae024dfd55a7,650
Laptop,Retailer 2,yes,0.35,4,FedX,Route 35,65046faefc13ae024dfd55a8,1000
Tablet,Retailer 3,yes,1.94,5,FedX,Route 31,65046faefc13ae024dfd55a9,700
Phone,Retailer 5,yes,2.6,2,UPS,Route 33,65046faefc13ae024dfd55aa,600
Laptop,Retailer 3,yes,2.74,2,UPS,Route 33,65046faefc13ae024dfd55ab,1200
Tablet,Retailer 2,yes,0.1,1,UPS,Route 35,65046faefc13ae024dfd55ac,800
Phone,Retailer 4,yes,1.97,2,UPS,Route 31,65046faefc13ae024dfd55ad,700
Laptop,Retailer 2,yes,0.81,3,FedX,Route 31,65046faefc13ae024dfd55ae,1000
Tablet,Retailer 6,yes,2.54,1,UPS,Route 36,65046faefc13ae024dfd55af,820
Phone,Retailer 6,yes,0.54,2,FedX,Route 31,65046faefc13ae024dfd55b0,590
Laptop,Retailer 4,yes,1.77,1,FedX,Route 34,65046faefc13ae024dfd55b1,1400
Tablet,Retailer 6,yes,0.83,5,FedX,Route 36,65046faefc13ae024dfd55b2,820
Phone,Retailer 1,yes,1.0,3,UPS,Route 32,65046faefc13ae024dfd55b3,600
Laptop,Retailer 3,yes,0.83,1,FedX,Route 31,65046faefc13ae024dfd55b4,1200
Tablet,Retailer 4,yes,1.52,3,UPS,Route 31,65046faefc13ae024dfd55b5,1000
Phone,Retailer 6,yes,0.64,3,UPS,Route 36,65046faefc13ae024dfd55b6,590
Laptop,Retailer 5,yes,2.42,5,UPS,Route 35,65046faefc13ae024dfd55b7,1000
Tablet,Retailer 4,yes,2.89,5,UPS,Route 34,65046faefc13ae024dfd55b8,1000
Phone,Retailer 5,yes,2.15,1,FedX,Route 31,65046faefc13ae024dfd55b9,600
Laptop,Retailer 3,yes,0.12,1,UPS,Route 33,65046faefc13ae024dfd55ba,1200
Tablet,Retailer 2,yes,0.2,5,FedX,Route 35,65046faefc13ae024dfd55bb,800
Phone,Retailer 4,yes,1.55,1,FedX,Route 34,65046faefc13ae024dfd55bc,700
Laptop,Retailer 3,yes,2.95,4,FedX,Route 35,65046faefc13ae024dfd55bd,1200
Tablet,Retailer 6,yes,2.63,2,UPS,Route 32,65046faefc13ae024dfd55be,820
Phone,Retailer 4,yes,2.67,4,UPS,Route 34,65046faefc13ae024dfd55bf,700
Laptop,Retailer 4,yes,0.09,2,UPS,Route 33,65046faefc13ae024dfd55c0,1400
Tablet,Retailer 5,yes,1.95,3,UPS,Route 31,65046faefc13ae024dfd55c1,650
Phone,Retailer 3,yes,0.93,5,FedX,Route 35,65046faefc13ae024dfd55c2,650
Laptop,Retailer 2,yes,2.98,1,UPS,Route 31,65046faefc13ae024dfd55c3,1000
Tablet,Retailer 4,yes,2.78,5,FedX,Route 31,65046faefc13ae024dfd55c4,1000
Phone,Retailer 1,yes,2.4,3,UPS,Route 36,65046faefc13ae024dfd55c5,600
Laptop,Retailer 4,yes,1.59,5,FedX,Route 34,65046faefc13ae024dfd55c6,1400
Tablet,Retailer 2,yes,1.21,3,UPS,Route 35,65046faefc13ae024dfd55c7,800
Phone,Retailer 2,yes,0.16,2,UPS,Route 36,65046faefc13ae024dfd55c8,620
Laptop,Retailer 4,yes,2.25,1,FedX,Route 32,65046faefc13ae024dfd55c9,1400
Tablet,Retailer 5,yes,1.24,5,UPS,Route 32,65046faefc13ae024dfd55ca,650
Phone,Retailer 5,yes,2.23,3,FedX,Route 31,65046faefc13ae024dfd55cb,600
